,0,1,2,3,4,5,6,7,8
1700,COLIMA, TECOMAN,MULTISERVICIOS ENTRONQUE PUERTA DE CALERAS MADRID S.A. DE C.V., 11900, 2016-07-09, 20,  0, ,
1701,COLIMA, CUAUHTEMOC,SERVICIO XACOBEO S.A. DE C.V., 8498, 2016-07-08, 20,  0, ,
1702,COLIMA, CUAUHTEMOC,GASCOL DE OCCIDENTE S.A. DE C.V., 12427, 2016-07-08, 24,  2, ,
1703,COLIMA, VILLA DE ALVAREZ,SERVICIOS DIANA S.A. DE C.V., 8790, 2016-07-07, 12,  0, ,
1704,COLIMA, VILLA DE ALVAREZ,SERVICIO MINA DE PEQA S.A.DE C.V., 9761, 2016-07-07, 16,  0, ,
1705,COLIMA, COLIMA,SUPER SERVICIO URZUAS.A., 419, 2016-07-06, 8,  0, ,
1706,COLIMA, COLIMA,SERVICIO COLIMAN S.A. DE C.V., 420, 2016-07-06, 22,  0, ,
1707,COLIMA, VILLA DE ALVAREZ,SERVICIO CAMPO REAL S.A. DE C.V., 5813, 2016-07-06, 12,  0, ,
1708,COLIMA, VILLA DE ALVAREZ,SERVICIOS ESTRELLA DEL SUR S.A. DE C.V., 7997, 2016-07-06, 20,  0, ,
1709,COLIMA, COLIMA,AUTOSERVICIOS DE COMBUSTION Y LUBRICACION DE COLIMA REJAGAS S.A. DE C.V., 6415, 2016-07-05, 16,  0, ,
1710,COLIMA, COLIMA,GASOTEC S.A. DE C.V., 6533, 2016-07-05, 16,  0, ,
1711,COLIMA, COLIMA,GASOPRIM S.A. DE C.V., 9625, 2016-07-05, 20,  1, ,
1712,COLIMA, VILLA DE ALVAREZ,GRUPO GARSAN DEL PACIFICO S.A. DE C.V., 10742, 2016-04-25, 8,  0, ,
1713,COLIMA, COLIMA,GASOLINERA COMPLEJO S.A. DE C.V., 12019, 2016-04-25, 18,  0, ,
1714,COLIMA, COLIMA,SERVICIO COMERCIAL DEL CENTRO S.A. DE C.V., 12116, 2016-04-25, 12,  0, ,
1715,COLIMA, MANZANILLO,SUPER SERVICIO CAMIONERO DON RAMON S.A. DE C.V., 8941, 2016-04-24, 12,  3, ,
1716,COLIMA, MANZANILLO,SOCOMBUMEX S.A. DE C.V., 10715, 2016-04-24, 22,  4, ,
1717,COLIMA, MANZANILLO,JUAN DOMINGO FRANCISCO LEA%O REYES, 5687, 2016-04-23, 10,  6, ,
1718,COLIMA, MANZANILLO,AUTOSERVICIO MANZANILLO PUERTO S.A. DE C.V., 8159, 2016-04-23, El proveedor se negó a ser verificado. , ,,
1719,COLIMA, MANZANILLO,SERVICIOS ENERGETICOS DEL PACIFICO S.A. DE C.V., 8705, 2016-04-23, 12,  0, ,
1720,COLIMA, MANZANILLO,GASOS MANZANILLO S.A. DE C.V., 525, 2016-04-22, 8,  3, ,
1721,COLIMA, MANZANILLO,ESTHER AGUILAR URE%A, 5885, 2016-04-22, 10,  3, ,
1722,COLIMA, MANZANILLO,AUTOSERVICIO MANZANILLO PUERTO S.A. DE C.V., 11157, 2016-04-22, 22,  3, ,
1723,COLIMA, MANZANILLO,AUTOSERVICIO MANZANILLO PUERTO S.A. DE C.V., 10381, 2016-04-21, 14,  1, ,
1724,COLIMA, MANZANILLO,ESTACION MARINA MANZANILLO S.A. DE C.V., 11895, 2016-04-21, 2,  2, ,
1725,COLIMA, MANZANILLO,AUTOSERVICIO MANZANILLO PUERTO S.A. DE C.V., 12797, 2016-04-21, 12,  0, ,
1726,COLIMA, ARMERIA,KEYAPAAL S.A. DE C.V., 517, 2016-04-20, 10,  1, ,
1727,COLIMA, TECOMAN,GASOLINERA TECOMANS.A. DE C.V., 4246, 2016-04-20, 24,  3, ,
1728,COLIMA, MANZANILLO,GRUPO HUROLI S.A. DE C.V., 6026, 2016-04-20, 16,  4, ,
1729,COLIMA, TECOMAN,SERVICIO ARMERIA S.A DE C.V., 4223, 2016-04-19, 20,  3, ,
1730,COLIMA, TECOMAN,GASOLINERA TECOMAN SA DE CV, 5839, 2016-04-19, 20,  4, ,
1731,COLIMA, TECOMAN,ENERGETICOS CERRO DE ORTEGA S.A. DE C.V., 10799, 2016-04-19, 14,  2, ,
1732,COLIMA, TECOMAN,ESTACION DE SERVICIO REVOLUCION S.A. DE C.V., 7924, 2016-04-18, 16,  2, ,
1733,COLIMA, TECOMAN,EL PORTIN DE CLAUDIA S.A. DE C.V., 8238, 2016-04-18, 12,  2, ,
1734,COLIMA, TECOMAN,ESTACION DE SERVICIO VALLE NUEVO S.A. DE C.V., 9507, 2016-04-18, 14,  2, ,
1735,COLIMA, TECOMAN,SERVICIOS ENERGETICOS TECOMAN S.A. DE C.V., 3375, 2016-04-17, El proveedor se negó a ser verificado. , ,,
1736,COLIMA, TECOMAN,SUPER SERVICIOS MORENO S.A. DE C.V., 9133, 2016-04-17, El proveedor se negó a ser verificado. , ,,
1737,COLIMA, TECOMAN,MULTISERVICIOS ENTRONQUE PUERTA DE CALERAS MADRID S.A. DE C.V., 11900, 2016-04-17, 20,  3, ,
1738,COLIMA, VILLA DE ALVAREZ,GRUPO GASOCOL SA DE CV, 5054, 2016-04-16, 20,  6, ,
1739,COLIMA, MINATITLAN,ARCINIEGA FIGUEROA MIGUEL, 6753, 2016-04-16, 10,  3, ,
1740,COLIMA, IXTLAHUACAN,SERVICIO IXTLAHUACAN S.A. DE C.V., 9905, 2016-04-16, El proveedor se negó a ser verificado. , ,,
1741,COLIMA, COLIMA,GASOPRIM S.A. DE C.V., 9625, 2016-04-15, 20,  3, ,
1742,COLIMA, COLIMA,JOSE REYES GODINEZ, 12038, 2016-04-15, El proveedor se negó a ser verificado. , ,,
1743,COLIMA, COLIMA,SUPERSERVICIO EL TECOLOTE S.A. DE C.V., 12064, 2016-04-15, 18,  3, ,
1744,COLIMA, VILLA DE ALVAREZ,SERVICIOS ESTRELLA DEL SUR S.A. DE C.V., 7997, 2016-04-14, 20,  2, ,
1745,COLIMA, COLIMA,GRUPO OCCIDENTAL DE COMBUSTIBLES S.A. DE C.V., 11520, 2016-04-14, 30,  2, ,
1746,COLIMA, COLIMA,SERVICIOS PEREYRA S.A. DE C.V., 11642, 2016-04-14, 18,  0, ,
1747,COLIMA, VILLA DE ALVAREZ,SERVICIO LA PETATERA S.A. DE C.V., 7758, 2016-04-13, 12,  1, ,
1748,COLIMA, COLIMA,SERVICIO CAMINO REAL S.A. DE C.V., 8813, 2016-04-13, 12,  2, ,
1749,COLIMA, VILLA DE ALVAREZ,GBJ DE COLIMA S.A. DE C.V., 9210, 2016-04-13, 8,  2, ,
1750,COLIMA, CUAUHTEMOC,GASCOL DE OCCIDENTE S.A. DE C.V., 12427, 2016-04-13, El proveedor se negó a ser verificado. , ,,
1751,COLIMA, COLIMA,SERVICIO LUSAL SA DE CV, 417, 2016-04-12, 8,  0, ,
1752,COLIMA, COLIMA,CAVE S.A. DE C.V., 4100, 2016-04-12, 14,  2, ,
1753,COLIMA, COLIMA,GASOTEC S.A. DE C.V., 6533, 2016-04-12, 16,  1, ,
1754,COLIMA, COLIMA,AUTO SERVICIO LA ESTANCIA S.A. DE C.V., 7917, 2016-04-12, 14,  0, ,
1755,COLIMA, COLIMA,GAS SANFER S. DE R.L. DE C.V., 11421, 2016-04-12, 16,  2, ,
1756,COLIMA, MANZANILLO,AUTO SERVICIO SANTIAGO S.A., 3114, 2015-08-21, 14,  0, ,
1757,COLIMA, MANZANILLO,GRUPO JOVALDI S.A. DE C.V., 9209, 2015-08-21, 14,  0, ,
1758,COLIMA, MANZANILLO,COMBUSTIBLES OLA VERDE S.A. DE C.V., 9368, 2015-08-21, 20,  0, ,
1759,COLIMA, MANZANILLO,SERVICIOS ENERGETICOS DEL PACIFICO S.A. DE C.V., 8705, 2015-08-20, 12,  0, ,
1760,COLIMA, MANZANILLO,SUPER SERVICIO CAMIONERO DON RAMON S.A. DE C.V., 8941, 2015-08-20, 12,  0, ,
1761,COLIMA, MANZANILLO,AUTO SERVICIO MALECON S.A. DE C.V., 10468, 2015-08-20, 12,  0, ,
1762,COLIMA, COLIMA,SERVICIO LUSAL SA DE CV, 417, 2015-08-19, 8,  0, ,
1763,COLIMA, COLIMA,SUPER SERVICIO URZUAS.A., 419, 2015-08-19, 8,  3, ,
1764,COLIMA, COLIMA,SERVICIO COLIMAN S.A. DE C.V., 420, 2015-08-18, 22,  0, ,
1765,COLIMA, MANZANILLO,AUTOSERVICIO EL COLOMO S.A. DE C.V., 3566, 2015-08-18, 12,  3, ,
1766,COLIMA, MANZANILLO,GASOLINEROS MEXICANOS S.A. DE C.V., 6434, 2015-08-18, 8,  8, ,
1767,COLIMA, MANZANILLO,GENERAL DE COMBUSTIBLES COLIMA S.A. DE C.V., 8033, 2015-08-18, 12,  0, ,
1768,COLIMA, MANZANILLO,AUTO SERVICIO MALECON S.A. DE C.V., 9521, 2015-08-17, 16,  1, ,
1769,COLIMA, MANZANILLO,MULTISERVICIOS COSTA DEL SOL S.A. DE C.V., 10051, 2015-08-17, 22,  0, ,
1770,COLIMA, MANZANILLO,AUTOSERVICIO MANZANILLO PUERTO S.A. DE C.V., 10381, 2015-08-17, 14,  5, ,
1771,COLIMA, COLIMA,GASOPRIM S.A. DE C.V., 9625, 2015-06-15, 20,  2, ,
1772,COLIMA, COLIMA,SERVICIOS PEREYRA S.A. DE C.V., 11642, 2015-06-15, 18,  1, ,
1773,COLIMA, COLIMA,AUTOSERVICIO PUERTA DE LA CONSTITUCION S.A. DE C.V., 11920, 2015-06-15, 18,  0, ,
1774,COLIMA, MANZANILLO,GASOS MANZANILLO S.A. DE C.V., 525, 2015-06-11, 8,  2, ,
1775,COLIMA, MANZANILLO,ESTHER AGUILAR URE%A, 5885, 2015-06-11, 10,  2, ,
1776,COLIMA, MANZANILLO,GRUPO HUROLI S.A. DE C.V., 6026, 2015-06-10, 16,  5, ,
1777,COLIMA, MANZANILLO,ESTACION MARINA MANZANILLO S.A. DE C.V., 11895, 2015-06-10, 2,  2, ,
1778,COLIMA, TECOMAN,SERVICIO ARMERIA S.A DE C.V., 4223, 2015-06-09, 20,  1, ,
1779,COLIMA, TECOMAN,GASOLINERA TECOMANS.A. DE C.V., 4246, 2015-06-09, 24,  3, ,
1780,COLIMA, COLIMA,AUTO SERVICIO LA ESTANCIA S.A. DE C.V., 7917, 2015-06-09, 14,  2, ,
1781,COLIMA, VILLA DE ALVAREZ,SERVICIO DIOSA DE LA VILLA S. A. DE C. V., 4256, 2015-06-08, 8,  0, ,
1782,COLIMA, VILLA DE ALVAREZ,GRUPO GASOCOL SA DE CV, 5054, 2015-03-15, 20,  5, ,
1783,COLIMA, TECOMAN,GASOLINERA TECOMAN SA DE CV, 5839, 2015-03-15, 20,  0, ,
1784,COLIMA, VILLA DE ALVAREZ,SERVICIOS ESTRELLA DEL SUR S.A. DE C.V., 7997, 2015-03-15, 20,  1, ,
1785,COLIMA, COLIMA,SERVICIO CAMINO REAL S.A. DE C.V., 8813, 2015-03-14, 12,  3, ,
1786,COLIMA, COLIMA,GAS SANFER S. DE R.L. DE C.V., 11421, 2015-03-14, 16,  2, ,
1787,COLIMA, MANZANILLO,JUAN DOMINGO FRANCISCO LEA%O REYES, 5687, 2015-02-26, 12,  1, ,
1788,COLIMA, MANZANILLO,GRUPO HUROLI S.A. DE C.V., 6026, 2015-02-26, El proveedor se negó a ser verificado. , ,,
1789,COLIMA, MANZANILLO,AUTOSERVICIO MANZANILLO PUERTO S.A. DE C.V., 8159, 2015-02-26, 20,  1, ,
1790,COLIMA, MINATITLAN,ARCINIEGA FIGUEROA MIGUEL, 6753, 2015-02-25, 10,  1, ,
1791,COLIMA, VILLA DE ALVAREZ,SERVICIO LA PETATERA S.A. DE C.V., 7758, 2015-02-24, 12,  3, ,
1792,COLIMA, VILLA DE ALVAREZ,GBJ DE COLIMA S.A. DE C.V., 9210, 2015-02-24, 8,  1, ,
1793,COLIMA, VILLA DE ALVAREZ,GRUPO GARSAN DEL PACIFICO S.A. DE C.V., 10742, 2015-02-24, 8,  1, ,
1794,COLIMA, TECOMAN,EL PORTIN DE CLAUDIA S.A. DE C.V., 8238, 2015-02-23, 12,  2, ,
1795,COLIMA, COLIMA,CAVE S.A. DE C.V., 4100, 2015-02-21, 14,  2, ,
1796,COLIMA, COLIMA,GASOTEC S.A. DE C.V., 6533, 2015-02-20, 16,  2, ,
1797,COLIMA, IXTLAHUACAN,SERVICIO IXTLAHUACAN S.A. DE C.V., 9905, 2014-11-20, 6,  2, ,
1798,COLIMA, TECOMAN,GASOLINERA TECOMAN SA DE CV, 6081, 2014-11-19, 20,  2, ,
1799,COLIMA, COQUIMATLAN,GRUPO GASOLINERO MINATITLAN COLIMA S.A. DE C.V., 11491, 2014-11-19, 14,  0, ,
1800,COLIMA, ARMERIA,KEYAPAAL S.A. DE C.V., 517, 2014-11-18, 10,  1, ,
1801,COLIMA, MANZANILLO,AUTO SERVICIO LAS PAROTAS S.A. DE C.V., 10832, 2014-11-18, El proveedor se negó a ser verificado. , ,,
1802,COLIMA, MANZANILLO,AUTO SERVICIO SANTIAGO S.A., 3114, 2014-11-17, 14,  0, ,
1803,COLIMA, MANZANILLO,SUPER SERVICIO CAMIONERO DON RAMON S.A. DE C.V., 8941, 2014-11-17, 12,  2, ,
1804,COLIMA, COLIMA,AUTO SERVICIO LA ESTANCIA S.A. DE C.V., 7917, 2014-11-14, 14,  0, ,
1805,COLIMA, COLIMA,SERVICIOS PEREYRA S.A. DE C.V., 11642, 2014-11-14, 18,  0, ,
1806,COLIMA, VILLA DE ALVAREZ,SERVICIOS ESTRELLA DEL SUR S.A. DE C.V., 7997, 2014-11-13, 20,  1, ,
1807,COLIMA, COLIMA,GRUPO OCCIDENTAL DE COMBUSTIBLES S.A. DE C.V., 11520, 2014-11-13, 18,  1, ,
1808,COLIMA, MANZANILLO,ESTHER AGUILAR URE%A, 5885, 2014-10-08, 10,  8, ,
1809,COLIMA, COQUIMATLAN,FLORENCIO LARIOS GAYTAN S.A. DE C.V., 421, 2014-04-23, 12,  3, ,
1810,COLIMA, COLIMA,GAS SANFER S. DE R.L. DE C.V., 11421, 2014-04-23, 16,  5, ,
1811,COLIMA, COMALA,ENERGETICOS DE SUCHITLAN S.A. DE C.V., 10380, 2014-04-22, 10,  1, ,
1812,COLIMA, VILLA DE ALVAREZ,MAGNOGAS S.A. DE C.V., 10547, 2014-04-22, 16,  3, ,
1813,COLIMA, VILLA DE ALVAREZ,SERVICIOS DIANA S.A. DE C.V., 8790, 2014-04-21, 12,  5, ,
1814,COLIMA, VILLA DE ALVAREZ,SERVICIO MINA DE PEQA S.A.DE C.V., 9761, 2014-04-19, El proveedor se negó a ser verificado. , ,,
1815,COLIMA, VILLA DE ALVAREZ,GRUPO GARSAN DEL PACIFICO S.A. DE C.V., 10742, 2014-04-19, 8,  0, ,
1816,COLIMA, TECOMAN,GASOLINERA DEL PACIFICOS.A. DE C.V., 3378, 2014-04-18, 20,  7, ,
1817,COLIMA, TECOMAN,SUPER SERVICIOS MORENO S.A. DE C.V., 9133, 2014-04-18, 16,  0, ,
1818,COLIMA, MANZANILLO,JUAN DOMINGO FRANCISCO LEA%O REYES, 5687, 2014-04-17, 12,  2, ,
1819,COLIMA, MANZANILLO,GRUPO HUROLI S.A. DE C.V., 6026, 2014-04-17, 16,  6, ,
1820,COLIMA, MANZANILLO,SERVICIOS ENERGETICOS DEL PACIFICO S.A. DE C.V., 8705, 2014-04-16, 12,  5, ,
1821,COLIMA, COLIMA,CRUCERO LAS GOLONDRINAS SA DE CV, 4648, 2014-04-15, 28,  22, ,
1822,COLIMA, COLIMA,SUPER SERVICIO URZUAS.A., 419, 2014-04-14, 8,  2, ,
1823,COLIMA, COLIMA,SERVICIOS LOS SAUCES S.A. DE C.V., 8133, 2014-04-14, 16,  14, ,
1824,COLIMA, COLIMA,GASOTEC S.A. DE C.V., 6533, 2014-04-12, 16,  0, ,
1825,COLIMA, VILLA DE ALVAREZ,GRUPO DIAMANTE DE COLIMAS.A. DE C.V., 9501, 2014-04-12, 21,  10, ,
1826,COLIMA, COLIMA,SERVICIOS Y LUBRICANTES JOYCAR SA DE CV, 4891, 2014-04-11, 22,  22, ,
1827,COLIMA, VILLA DE ALVAREZ,SERVICIO LIBERACION S.A. DE C.V., 9341, 2014-04-11, 8,  0, ,
1828,COLIMA, COLIMA,CAVE S.A. DE C.V., 4100, 2014-04-10, 14,  2, ,
1829,COLIMA, COLIMA,AUTOSERVICIOS DE COMBUSTION Y LUBRICACION DE COLIMA REJAGAS S.A. DE C.V., 6415, 2014-04-10, 16,  1, ,
1830,COLIMA, MANZANILLO,KRISHNA LUIS ABRAJAN ALVAREZ, 7123, 2014-04-09, 16,  16, ,
1831,COLIMA, COLIMA,SERVICIO COSTEºO S. A. DE C. V., 418, 2014-04-08, 18,  1, ,
1832,        Estado, Municipio, Razón social, Número de estación, Fecha de verificación, Mangueras verificadas, Mangueras inmovilizadas, Detalle ,
1833,DISTRITO FEDERAL, CUAUHTEMOC,CONSORCIO GASOLINERO PLUS S.A. DE C.V., 105, 2016-11-30, 24,  0, ,
1834,DISTRITO FEDERAL, CUAUHTEMOC,CONSORCIO GASOLINERO PLUSS.A. DE C.V., 176, 2016-11-30, 12,  0, ,
1835,DISTRITO FEDERAL, CUAUHTEMOC,SUPER SERVICIO NUEVO B.C. S.A. DE C.V., 186, 2016-11-30, 12,  0, ,
1836,DISTRITO FEDERAL, CUAUHTEMOC,CONSORCIO GASOLINERO PLUSS.A. DE C.V., 300, 2016-11-30, 24,  0, ,
1837,DISTRITO FEDERAL, CUAUHTEMOC,NACIONAL DE COMBUSTIBLES Y LUBRICANTES S.A. DE C.V., 150, 2016-11-29, 16,  0, ,
1838,DISTRITO FEDERAL, CUAUHTEMOC,NACIONAL DE COMBUSTIBLES Y LUBRICANTES S.A. DE C.V., 185, 2016-11-29, 6,  0, ,
1839,DISTRITO FEDERAL, IZTACALCO,CONSORCIO GASOLINERO PLUSS.A. DE C.V., 2515, 2016-11-29, 16,  0, ,
1840,DISTRITO FEDERAL, COYOACAN,GASOMAC S.A. DE C.V., 11636, 2016-11-29, 16,  0, ,
1841,DISTRITO FEDERAL, IZTACALCO,RAFAEL HERNANDEZ LOPEZ, 218, 2016-11-28, 24,  0, ,
1842,DISTRITO FEDERAL, TLALPAN,NACIONAL DE COMBUSTIBLES Y LUBRICANTES S.A. DE C.V., 3505, 2016-11-28, 24,  0, ,
1843,DISTRITO FEDERAL, TLALPAN,SERVICIO MENA S.A. DE C.V., 7640, 2016-11-28, 20,  0, ,
1844,DISTRITO FEDERAL, TLALPAN,GASOLINERIA MEXICO AJUSCO 1 S.A. DE C.V., 9960, 2016-11-28, 16,  0, ,
1845,DISTRITO FEDERAL, GUSTAVO A. MADERO,TATO DEZA MARIA ANA, 3046, 2016-11-26, 20,  0, ,
1846,DISTRITO FEDERAL, GUSTAVO A. MADERO,GRUPO ANHUAR SA DE CV, 5656, 2016-11-26, 21,  0, ,
1847,DISTRITO FEDERAL, GUSTAVO A. MADERO,SUPER SERVICIO VALLEJO SA DE CV, 5872, 2016-11-26, 18,  0, ,
1848,DISTRITO FEDERAL, XOCHIMILCO,ADMINISTRADORA DE GASOLINERAS XOCHIMILCO S.A. DE C.V, 5679, 2016-11-25, 12,  0, ,
1849,DISTRITO FEDERAL, XOCHIMILCO,GASOLINERIA MALLORCA S.A. DE C.V., 10558, 2016-11-25, 24,  0, ,
1850,DISTRITO FEDERAL, XOCHIMILCO,SERVICIO TULYEHUALCO S.A. DE C.V., 11001, 2016-11-25, 26,  0, ,
1851,DISTRITO FEDERAL, IZTAPALAPA,GAS ABASTO S.A. DE C.V., 3685, 2016-11-24, 34,  0, ,
1852,DISTRITO FEDERAL, IZTAPALAPA,OPERADORA ERMITA S.A. DE C.V., 4497, 2016-11-24, 18,  0, ,
1853,DISTRITO FEDERAL, IZTAPALAPA,SERVICIO GEYSER S.A. DE C.V., 8445, 2016-11-24, 20,  0, ,
1854,DISTRITO FEDERAL, AZCAPOTZALCO,SERVICIO NORTE 45 S.A. DE C.V., 2718, 2016-11-23, 32,  0, ,
1855,DISTRITO FEDERAL, AZCAPOTZALCO,SERVICIOS METROPOLIS S.A. DE C.V., 2904, 2016-11-23, 19,  0, ,
1856,DISTRITO FEDERAL, AZCAPOTZALCO,SERVICIO JOPEL SA DE CV, 3698, 2016-11-23, 32,  0, ,
1857,DISTRITO FEDERAL, BENITO JUAREZ,CONSORCIO GASOLINERO PLUSS.A. DE C.V., 174, 2016-11-22, 10,  0, ,
1858,DISTRITO FEDERAL, BENITO JUAREZ,CONSORCIO GASOLINERO PLUS SA DE CV, 217, 2016-11-22, 10,  0, ,
1859,DISTRITO FEDERAL, BENITO JUAREZ,SERVICIO GASOLINERO XOLA S.A. DE C.V., 5956, 2016-11-22, 12,  0, ,
1860,DISTRITO FEDERAL, MIGUEL HIDALGO,CONSORCIO GASOLINERO PLUS SA DE CV, 152, 2016-11-21, 12,  0, ,
1861,DISTRITO FEDERAL, MIGUEL HIDALGO,SERVICIO FELUSA SA, 197, 2016-11-21, 16,  0, ,
1862,DISTRITO FEDERAL, MIGUEL HIDALGO,SERVICIO HERMANOS SILVA S.A. DE C.V., 3615, 2016-11-21, 22,  0, ,
1863,DISTRITO FEDERAL, VENUSTIANO CARRANZA,SERVICIO MADERO S.A. DE C.V., 136, 2016-11-18, 30,  0, ,
1864,DISTRITO FEDERAL, VENUSTIANO CARRANZA,OCTANT S.A. DE C.V., 2519, 2016-11-18, 20,  0, ,
1865,DISTRITO FEDERAL, VENUSTIANO CARRANZA,ADMINISTRADORA BOTURINI SA DE CV, 4900, 2016-11-18, 26,  0, ,
1866,DISTRITO FEDERAL, CUAUHTEMOC,CONSORCIO GASOLINERO PLUS SA DE CV, 109, 2016-11-17, 10,  0, ,
1867,DISTRITO FEDERAL, CUAUHTEMOC,SERVICIO MUSEO S.A. DE C.V., 111, 2016-11-17, 13,  0, ,
1868,DISTRITO FEDERAL, CUAUHTEMOC,CONSORCIO GASOLINERO PLUS SA DE CV, 125, 2016-11-17, 32,  0, ,
1869,DISTRITO FEDERAL, CUAUHTEMOC,NACIONAL DE COMBUSTIBLES Y LUBRICANTES S.A. DE C.V., 138, 2016-11-17, 14,  0, ,
1870,DISTRITO FEDERAL, CUAUHTEMOC,ESTACION DE SERVICIO ESTADIO SA DE CV, 57, 2016-11-16, 8,  0, ,
1871,DISTRITO FEDERAL, CUAUHTEMOC,NACIONAL DE COMBUSTIBLES Y LUBRICANTESS.A. DE C.V., 86, 2016-11-16, 12,  0, ,
1872,DISTRITO FEDERAL, ALVARO OBREGON,CONSORCIO GASOLINERO PLUSSA DE C.V., 120, 2016-11-16, 12,  0, ,
1873,DISTRITO FEDERAL, ALVARO OBREGON,SERVICIO J. GUTIERREZ S.A. DE C.V., 13, 2016-11-15, 30,  0, ,
1874,DISTRITO FEDERAL, ALVARO OBREGON,GASOLINERIA MURCIA S.A. DE C.V., 119, 2016-11-15, 14,  0, ,
1875,DISTRITO FEDERAL, GUSTAVO A. MADERO,CONSORCIO GASOLINERO PLUS SA DE CV, 215, 2016-10-31, 44,  0, ,
1876,DISTRITO FEDERAL, GUSTAVO A. MADERO,JOSE LUIS GULIAS MERELLES, 3181, 2016-10-31, 24,  0, ,
1877,DISTRITO FEDERAL, GUSTAVO A. MADERO,ESTACION TERMINAL DEL NORTE S.A. DE C.V., 3333, 2016-10-31, 28,  0, ,
1878,DISTRITO FEDERAL, VENUSTIANO CARRANZA,SERVICIO BOTURINI S.A. DE C.V., 91, 2016-10-28, 32,  0, ,
1879,DISTRITO FEDERAL, VENUSTIANO CARRANZA,COMERCIAL ULISES S.A. DE C.V., 2506, 2016-10-28, 24,  0, ,
1880,DISTRITO FEDERAL, VENUSTIANO CARRANZA,MARIA JOSEFINA RODRIGUEZ GUTIERREZ, 2509, 2016-10-28, 28,  0, ,
1881,DISTRITO FEDERAL, TLALPAN,ESTACION DE SERVICIO 0210 SA DE CV, 210, 2016-10-26, 20,  0, ,
1882,DISTRITO FEDERAL, ALVARO OBREGON,ESTACION DE SERVICIO CORCELES S.A. DE C.V., 3282, 2016-10-26, 22,  2, ,
1883,DISTRITO FEDERAL, TLALPAN,OPERADORA SANTA ELENA S.A. DE C.V., 9969, 2016-10-26, 16,  0, ,
1884,DISTRITO FEDERAL, TLALPAN,SERVICIO GAS TLALPAN AJUSCO S.A. DE C.V., 10439, 2016-10-26, 18,  0, ,
1885,DISTRITO FEDERAL, BENITO JUAREZ,CONSORCIO GASOLINERO PLUS SA DE CV, 206, 2016-10-24, 20,  0, ,
1886,DISTRITO FEDERAL, BENITO JUAREZ,SERVICIO VICTOR HUGO SA DE CV, 5745, 2016-10-24, 8,  0, ,
1887,DISTRITO FEDERAL, BENITO JUAREZ,LENIGAS S.A. C.V., 11094, 2016-10-24, 30,  0, ,
1888,DISTRITO FEDERAL, AZCAPOTZALCO,SUPERSERVICIO GRANJAS S.A., 19, 2016-10-21, 14,  0, ,
1889,DISTRITO FEDERAL, AZCAPOTZALCO,ESTACION DE SERVICIO VALLEJO S.A. DE C.V., 47, 2016-10-21, 50,  0, ,
1890,DISTRITO FEDERAL, AZCAPOTZALCO,GRAFEL S.A., 129, 2016-10-21, 24,  0, ,
1891,DISTRITO FEDERAL, GUSTAVO A. MADERO,CONSORCIO GASOLINERO PLUS S.A. DE C.V., 106, 2016-10-19, 12,  0, ,
1892,DISTRITO FEDERAL, MIGUEL HIDALGO,CONSORCIO GASOLINERO PLUSS.A. DE C.V., 161, 2016-10-19, 16,  0, ,
1893,DISTRITO FEDERAL, MIGUEL HIDALGO,SERVICIO ARENAS S.A.DE C.V., 2548, 2016-10-19, 24,  0, ,
1894,DISTRITO FEDERAL, MIGUEL HIDALGO,GASOSET S.A. DE C.V., 3253, 2016-10-19, 12,  0, ,
1895,DISTRITO FEDERAL, TLAHUAC,CONSORCIO GASOLINERO PLUS SA DE CV, 45, 2016-10-17, 24,  0, ,
1896,DISTRITO FEDERAL, MIGUEL HIDALGO,NACIONAL DE COMBUSTIBLES Y LUBRICANTES S.A. DE C.V., 101, 2016-10-17, 24,  0, ,
1897,DISTRITO FEDERAL, MIGUEL HIDALGO,OBSERVATORIO SA, 2546, 2016-10-17, 32,  0, ,
1898,DISTRITO FEDERAL, COYOACAN,CORPORACION GASOLINERA MILLENIUM S.A. DE C.V., 32, 2016-10-14, 8,  0, ,
1899,DISTRITO FEDERAL, COYOACAN,INMOBILIARIA LIRCA SA DE CV, 5285, 2016-10-14, 16,  0, ,
1900,DISTRITO FEDERAL, COYOACAN,SERVICIO IMAN S.A. DE C.V., 5428, 2016-10-14, 28,  0, ,
1901,DISTRITO FEDERAL, IZTACALCO,CONSORCIO GASOLINERO PLUS SA DE CV, 59, 2016-10-12, 16,  0, ,
1902,DISTRITO FEDERAL, IZTACALCO,SERVICIOS SIMPA S.A. DE C.V., 9057, 2016-10-12, 14,  0, ,
1903,DISTRITO FEDERAL, IZTAPALAPA,ESTACION DE SERVICIO Y GASOLINERIA IGNACIO ZARAGOZA SA DE CV, 2854, 2016-10-10, 26,  0, ,
1904,DISTRITO FEDERAL, IZTAPALAPA,OPERADORA DE ESTACIONES DE SERVICIO 20-20 S.A. DE C.V., 2996, 2016-10-10, 34,  0, ,
1905,DISTRITO FEDERAL, CUAUHTEMOC,OPERADORA DE MINIESTACIONES COMBUSERV S.A. DE C.V., 39, 2016-10-08, 14,  0, ,
1906,DISTRITO FEDERAL, CUAUHTEMOC,CONSORCIO GASOLINERO PLUSS.A. DE C.V., 43, 2016-10-08, 6,  0, ,
1907,DISTRITO FEDERAL, CUAUHTEMOC,ESTACION DE SERVICIO ESTADIO SA DE CV, 57, 2016-10-08, 8,  0, ,
