,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
290,9.1,Fuga,Se inmoviliza el instrumento de medición cuando se observa …(ver más),1,,,,,,,,,,,,,,,,
291,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),1,,,,,,,,,,,,,,,,
292,4.6,Caratula indicadora,La pantalla del dispensario debe mostrar la información sob…(ver más),3,6.1,Holograma,Distintivo que se coloca en un instrumento de medición para…(ver más),2,6.3,Calibración,Falta del ajuste de un instrumento de medición dentro de la…(ver más),1,,,,,,,,
293,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),1,,,,,,,,,,,,,,,,
294,3.1,Error máximo tolerado,La diferencia de combustible detectada entre lo indicado por…(ver más),3,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),4,,,,,,,,,,,,
295,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),1,4.9,Corte,Tiempo máximo en el cual se deberá inhabilitar automática…(ver más),1,,,,,,,,,,,,
296,3.1,Error máximo tolerado,La diferencia de combustible detectada entre lo indicado por…(ver más),1,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),1,,,,,,,,,,,,
297,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),1,4.6,Caratula indicadora,La pantalla del dispensario debe mostrar la información sob…(ver más),2,,,,,,,,,,,,
298,4.6,Caratula indicadora,La pantalla del dispensario debe mostrar la información sob…(ver más),3,,,,,,,,,,,,,,,,
299,3.1,Error máximo tolerado,La diferencia de combustible detectada entre lo indicado por…(ver más),1,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),1,,,,,,,,,,,,
300,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),2,4.1,Dispositivo de almacenamiento,"Ante la falta de energía eléctrica en el Dispensario, se d…(ver más)",4,,,,,,,,,,,,
301,9.1,Fuga,Se inmoviliza el instrumento de medición cuando se observa …(ver más),1,,,,,,,,,,,,,,,,
302,3.1,Error máximo tolerado,La diferencia de combustible detectada entre lo indicado por…(ver más),2,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),2,,,,,,,,,,,,
303,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),1,7.1,Fuera de servicio,Cuando un instrumento de medición se encuentra fuera de ope…(ver más),4,,,,,,,,,,,,
304,3.1,Error máximo tolerado,La diferencia de combustible detectada entre lo indicado por…(ver más),1,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),1,,,,,,,,,,,,
305,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),2,,,,,,,,,,,,,,,,
306,3.1,Error máximo tolerado,La diferencia de combustible detectada entre lo indicado por…(ver más),1,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),3,,,,,,,,,,,,
307,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),2,,,,,,,,,,,,,,,,
308,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),1,,,,,,,,,,,,,,,,
309,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),3,,,,,,,,,,,,,,,,
310,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),2,,,,,,,,,,,,,,,,
311,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),4,,,,,,,,,,,,,,,,
312,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),1,,,,,,,,,,,,,,,,
313,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),1,,,,,,,,,,,,,,,,
314,4.1,Dispositivo de almacenamiento,"Ante la falta de energía eléctrica en el Dispensario, se d…(ver más)",12,,,,,,,,,,,,,,,,
315,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),1,,,,,,,,,,,,,,,,
316,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),1,,,,,,,,,,,,,,,,
317,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),1,,,,,,,,,,,,,,,,
318,3.1,Error máximo tolerado,La diferencia de combustible detectada entre lo indicado por…(ver más),1,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),1,,,,,,,,,,,,
319,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),3,,,,,,,,,,,,,,,,
320,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),1,,,,,,,,,,,,,,,,
321,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),1,4.1,Dispositivo de almacenamiento,"Ante la falta de energía eléctrica en el Dispensario, se d…(ver más)",2,,,,,,,,,,,,
322,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),4,,,,,,,,,,,,,,,,
323,3.1,Error máximo tolerado,La diferencia de combustible detectada entre lo indicado por…(ver más),1,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),6,4.9,Corte,Tiempo máximo en el cual se deberá inhabilitar automática…(ver más),1,,,,,,,,
324,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),1,,,,,,,,,,,,,,,,
325,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),1,,,,,,,,,,,,,,,,
326,4.1,Dispositivo de almacenamiento,"Ante la falta de energía eléctrica en el Dispensario, se d…(ver más)",1,,,,,,,,,,,,,,,,
327,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),1,,,,,,,,,,,,,,,,
328,9.2,Deficiencias evidentes,"El Dispensario debe funcionar sin presentar desperfectos, pi…(ver más)",1,,,,,,,,,,,,,,,,
329,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),1,,,,,,,,,,,,,,,,
330,3.1,Error máximo tolerado,La diferencia de combustible detectada entre lo indicado por…(ver más),1,,,,,,,,,,,,,,,,
331,4.6,Caratula indicadora,La pantalla del dispensario debe mostrar la información sob…(ver más),1,,,,,,,,,,,,,,,,
332,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),1,,,,,,,,,,,,,,,,
333,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),1,,,,,,,,,,,,,,,,
334,3.1,Error máximo tolerado,La diferencia de combustible detectada entre lo indicado por…(ver más),1,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),1,,,,,,,,,,,,
335,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),1,,,,,,,,,,,,,,,,
336,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),6,,,,,,,,,,,,,,,,
337,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),1,,,,,,,,,,,,,,,,
338,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),3,,,,,,,,,,,,,,,,
339,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),2,,,,,,,,,,,,,,,,
340,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),2,,,,,,,,,,,,,,,,
341,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),3,,,,,,,,,,,,,,,,
342,3.1,Error máximo tolerado,La diferencia de combustible detectada entre lo indicado por…(ver más),1,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),5,4.9,Corte,Tiempo máximo en el cual se deberá inhabilitar automática…(ver más),1,,,,,,,,
343,3.1,Error máximo tolerado,La diferencia de combustible detectada entre lo indicado por…(ver más),1,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),4,,,,,,,,,,,,
344,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),7,,,,,,,,,,,,,,,,
345,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),4,4.9,Corte,Tiempo máximo en el cual se deberá inhabilitar automática…(ver más),1,,,,,,,,,,,,
346,3.1,Error máximo tolerado,La diferencia de combustible detectada entre lo indicado por…(ver más),1,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),4,,,,,,,,,,,,
347,3.1,Error máximo tolerado,La diferencia de combustible detectada entre lo indicado por…(ver más),1,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),3,,,,,,,,,,,,
348,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),1,,,,,,,,,,,,,,,,
349,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),1,9.1,Fuga,Se inmoviliza el instrumento de medición cuando se observa …(ver más),2,9.2,Deficiencias evidentes,"El Dispensario debe funcionar sin presentar desperfectos, pi…(ver más)",4,,,,,,,,
350,9.1,Fuga,Se inmoviliza el instrumento de medición cuando se observa …(ver más),1,,,,,,,,,,,,,,,,
351,3.1,Error máximo tolerado,La diferencia de combustible detectada entre lo indicado por…(ver más),2,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),3,,,,,,,,,,,,
352,3.1,Error máximo tolerado,La diferencia de combustible detectada entre lo indicado por…(ver más),1,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),1,,,,,,,,,,,,
353,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),1,,,,,,,,,,,,,,,,
354,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),1,,,,,,,,,,,,,,,,
355,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),3,9.1,Fuga,Se inmoviliza el instrumento de medición cuando se observa …(ver más),2,9.2,Deficiencias evidentes,"El Dispensario debe funcionar sin presentar desperfectos, pi…(ver más)",2,,,,,,,,
356,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),2,9.2,Deficiencias evidentes,"El Dispensario debe funcionar sin presentar desperfectos, pi…(ver más)",1,,,,,,,,,,,,
357,3.1,Error máximo tolerado,La diferencia de combustible detectada entre lo indicado por…(ver más),1,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),1,4.1,Dispositivo de almacenamiento,"Ante la falta de energía eléctrica en el Dispensario, se d…(ver más)",4,,,,,,,,
358,4.7,Alteración de modelo,"El sistema de despacho de combustible o dispensario, no debe…(ver más)",10,,,,,,,,,,,,,,,,
359,3.1,Error máximo tolerado,La diferencia de combustible detectada entre lo indicado por…(ver más),1,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),2,4.1,Dispositivo de almacenamiento,"Ante la falta de energía eléctrica en el Dispensario, se d…(ver más)",2,7.1,Fuera de servicio,Cuando un instrumento de medición se encuentra fuera de ope…(ver más),2,,,,
360,3.1,Error máximo tolerado,La diferencia de combustible detectada entre lo indicado por…(ver más),1,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),1,,,,,,,,,,,,
361,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),5,,,,,,,,,,,,,,,,
362,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),3,4.1,Dispositivo de almacenamiento,"Ante la falta de energía eléctrica en el Dispensario, se d…(ver más)",4,,,,,,,,,,,,
363,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),1,,,,,,,,,,,,,,,,
364,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),1,,,,,,,,,,,,,,,,
365,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),1,,,,,,,,,,,,,,,,
366,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),1,,,,,,,,,,,,,,,,
367,4.1,Dispositivo de almacenamiento,"Ante la falta de energía eléctrica en el Dispensario, se d…(ver más)",14,,,,,,,,,,,,,,,,
368,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),2,9.2,Deficiencias evidentes,"El Dispensario debe funcionar sin presentar desperfectos, pi…(ver más)",1,,,,,,,,,,,,
369,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),1,,,,,,,,,,,,,,,,
370,3.1,Error máximo tolerado,La diferencia de combustible detectada entre lo indicado por…(ver más),2,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),2,,,,,,,,,,,,
371,4.1,Dispositivo de almacenamiento,"Ante la falta de energía eléctrica en el Dispensario, se d…(ver más)",2,,,,,,,,,,,,,,,,
372,4.1,Dispositivo de almacenamiento,"Ante la falta de energía eléctrica en el Dispensario, se d…(ver más)",8,4.9,Corte,Tiempo máximo en el cual se deberá inhabilitar automática…(ver más),2,,,,,,,,,,,,
373,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),1,,,,,,,,,,,,,,,,
374,3.1,Error máximo tolerado,La diferencia de combustible detectada entre lo indicado por…(ver más),1,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),1,7.1,Fuera de servicio,Cuando un instrumento de medición se encuentra fuera de ope…(ver más),1,,,,,,,,
375,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),1,,,,,,,,,,,,,,,,
376,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),1,4.9,Corte,Tiempo máximo en el cual se deberá inhabilitar automática…(ver más),1,,,,,,,,,,,,
377,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),1,,,,,,,,,,,,,,,,
378,3.1,Error máximo tolerado,La diferencia de combustible detectada entre lo indicado por…(ver más),1,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),1,,,,,,,,,,,,
379,3.1,Error máximo tolerado,La diferencia de combustible detectada entre lo indicado por…(ver más),2,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),2,4.1,Dispositivo de almacenamiento,"Ante la falta de energía eléctrica en el Dispensario, se d…(ver más)",12,,,,,,,,
380,3.1,Error máximo tolerado,La diferencia de combustible detectada entre lo indicado por…(ver más),1,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),1,4.1,Dispositivo de almacenamiento,"Ante la falta de energía eléctrica en el Dispensario, se d…(ver más)",12,,,,,,,,
381,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),1,4.7,Alteración de modelo,"El sistema de despacho de combustible o dispensario, no debe…(ver más)",8,7.1,Fuera de servicio,Cuando un instrumento de medición se encuentra fuera de ope…(ver más),2,,,,,,,,
382,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),2,,,,,,,,,,,,,,,,
383,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),2,,,,,,,,,,,,,,,,
384,7.1,Fuera de servicio,Cuando un instrumento de medición se encuentra fuera de ope…(ver más),2,,,,,,,,,,,,,,,,
385,4.1,Dispositivo de almacenamiento,"Ante la falta de energía eléctrica en el Dispensario, se d…(ver más)",6,,,,,,,,,,,,,,,,
386,3.1,Error máximo tolerado,La diferencia de combustible detectada entre lo indicado por…(ver más),1,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),2,4.7,Alteración de modelo,"El sistema de despacho de combustible o dispensario, no debe…(ver más)",12,,,,,,,,
387,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),2,4.7,Alteración de modelo,"El sistema de despacho de combustible o dispensario, no debe…(ver más)",4,,,,,,,,,,,,
388,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),1,,,,,,,,,,,,,,,,
389,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),4,,,,,,,,,,,,,,,,
390,3.1,Error máximo tolerado,La diferencia de combustible detectada entre lo indicado por…(ver más),5,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),5,4.1,Dispositivo de almacenamiento,"Ante la falta de energía eléctrica en el Dispensario, se d…(ver más)",8,,,,,,,,
391,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),4,,,,,,,,,,,,,,,,
392,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),2,,,,,,,,,,,,,,,,
393,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),1,,,,,,,,,,,,,,,,
394,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),1,,,,,,,,,,,,,,,,
395,4.9,Corte,Tiempo máximo en el cual se deberá inhabilitar automática…(ver más),2,,,,,,,,,,,,,,,,
396,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),1,,,,,,,,,,,,,,,,
397,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),1,,,,,,,,,,,,,,,,
398,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),1,,,,,,,,,,,,,,,,
399,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),1,,,,,,,,,,,,,,,,
400,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),1,,,,,,,,,,,,,,,,
401,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),1,,,,,,,,,,,,,,,,
402,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),1,,,,,,,,,,,,,,,,
403,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),1,9.2,Deficiencias evidentes,"El Dispensario debe funcionar sin presentar desperfectos, pi…(ver más)",1,,,,,,,,,,,,
404,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),1,,,,,,,,,,,,,,,,
405,4.9,Corte,Tiempo máximo en el cual se deberá inhabilitar automática…(ver más),1,,,,,,,,,,,,,,,,
406,7.1,Fuera de servicio,Cuando un instrumento de medición se encuentra fuera de ope…(ver más),4,,,,,,,,,,,,,,,,
407,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),2,,,,,,,,,,,,,,,,
408,6.3,Calibración,Falta del ajuste de un instrumento de medición dentro de la…(ver más),18,,,,,,,,,,,,,,,,
409,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),1,,,,,,,,,,,,,,,,
410,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),1,,,,,,,,,,,,,,,,
411,4.9,Corte,Tiempo máximo en el cual se deberá inhabilitar automática…(ver más),1,,,,,,,,,,,,,,,,
412,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),1,,,,,,,,,,,,,,,,
413,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),1,,,,,,,,,,,,,,,,
414,4.6,Caratula indicadora,La pantalla del dispensario debe mostrar la información sob…(ver más),1,,,,,,,,,,,,,,,,
415,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),1,,,,,,,,,,,,,,,,
416,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),1,,,,,,,,,,,,,,,,
417,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),1,,,,,,,,,,,,,,,,
418,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),1,,,,,,,,,,,,,,,,
419,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),1,,,,,,,,,,,,,,,,
420,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),1,,,,,,,,,,,,,,,,
421,4.9,Corte,Tiempo máximo en el cual se deberá inhabilitar automática…(ver más),1,,,,,,,,,,,,,,,,
422,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),1,,,,,,,,,,,,,,,,
423,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),1,,,,,,,,,,,,,,,,
424,4.1,Dispositivo de almacenamiento,"Ante la falta de energía eléctrica en el Dispensario, se d…(ver más)",4,,,,,,,,,,,,,,,,
425,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),1,,,,,,,,,,,,,,,,
426,3.1,Error máximo tolerado,La diferencia de combustible detectada entre lo indicado por…(ver más),1,,,,,,,,,,,,,,,,
427,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),1,,,,,,,,,,,,,,,,
428,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),1,,,,,,,,,,,,,,,,
429,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),1,,,,,,,,,,,,,,,,
430,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),1,,,,,,,,,,,,,,,,
431,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),2,,,,,,,,,,,,,,,,
432,3.1,Error máximo tolerado,La diferencia de combustible detectada entre lo indicado por…(ver más),1,,,,,,,,,,,,,,,,
433,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),1,,,,,,,,,,,,,,,,
434,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),1,,,,,,,,,,,,,,,,
435,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),1,,,,,,,,,,,,,,,,
436,9.2,Deficiencias evidentes,"El Dispensario debe funcionar sin presentar desperfectos, pi…(ver más)",1,,,,,,,,,,,,,,,,
437,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),1,,,,,,,,,,,,,,,,
438,4.1,Dispositivo de almacenamiento,"Ante la falta de energía eléctrica en el Dispensario, se d…(ver más)",16,7.1,Fuera de servicio,Cuando un instrumento de medición se encuentra fuera de ope…(ver más),4,,,,,,,,,,,,
439,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),1,,,,,,,,,,,,,,,,
440,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),1,,,,,,,,,,,,,,,,
441,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),1,,,,,,,,,,,,,,,,
442,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),1,,,,,,,,,,,,,,,,
443,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),1,,,,,,,,,,,,,,,,
444,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),1,,,,,,,,,,,,,,,,
445,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),1,,,,,,,,,,,,,,,,
446,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),1,,,,,,,,,,,,,,,,
447,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),1,,,,,,,,,,,,,,,,
448,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),2,9.1,Fuga,Se inmoviliza el instrumento de medición cuando se observa …(ver más),3,,,,,,,,,,,,
449,3.1,Error máximo tolerado,La diferencia de combustible detectada entre lo indicado por…(ver más),2,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),2,,,,,,,,,,,,
450,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),1,,,,,,,,,,,,,,,,
451,3.1,Error máximo tolerado,La diferencia de combustible detectada entre lo indicado por…(ver más),1,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),1,,,,,,,,,,,,
452,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),1,,,,,,,,,,,,,,,,
453,4.1,Dispositivo de almacenamiento,"Ante la falta de energía eléctrica en el Dispensario, se d…(ver más)",4,,,,,,,,,,,,,,,,
454,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),1,,,,,,,,,,,,,,,,
455,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),1,,,,,,,,,,,,,,,,
456,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),1,,,,,,,,,,,,,,,,
457,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),1,,,,,,,,,,,,,,,,
458,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),1,,,,,,,,,,,,,,,,
459,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),1,,,,,,,,,,,,,,,,
460,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),1,,,,,,,,,,,,,,,,
461,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),1,,,,,,,,,,,,,,,,
462,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),1,,,,,,,,,,,,,,,,
463,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),1,,,,,,,,,,,,,,,,
464,3.1,Error máximo tolerado,La diferencia de combustible detectada entre lo indicado por…(ver más),1,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),3,,,,,,,,,,,,
465,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),1,,,,,,,,,,,,,,,,
466,3.1,Error máximo tolerado,La diferencia de combustible detectada entre lo indicado por…(ver más),1,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),1,9.2,Deficiencias evidentes,"El Dispensario debe funcionar sin presentar desperfectos, pi…(ver más)",1,,,,,,,,
467,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),2,,,,,,,,,,,,,,,,
468,3.1,Error máximo tolerado,La diferencia de combustible detectada entre lo indicado por…(ver más),1,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),2,,,,,,,,,,,,
469,3.2,Error de repetibilidad,Dispersión de las mediciones obtenidas en un instrumento de…(ver más),2,9.2,Deficiencias evidentes,"El Dispensario debe funcionar sin presentar desperfectos, pi…(ver más)",2,,,,,,,,,,,,
