,0,1,2,3,4,5
3033,"AUTOSERVICIO GASOLINERO MUQOZ, S.A. DE C.V.","CARRETERA  LEON – LA PIEDAD KM. 112.090, COLONIA , CP ",10835,2015-11-18,10,0
3034,"COMBUSTIBLES SOLIDARIDAD, S.A. DE C.V.","BLVD. AQUILES SERDAN NUM. 913, COLONIA CUAUHTEMOC, CP 36310",12204,2015-11-18,18,1
3035,"ESTACION DE SERVICIO HIDALGO, SA DE CV","BLVD. LAS TORRES 102, COLONIA SAN JERONIMO, CP 37148",4994,2015-11-17,20,0
3036,"SERVICIO PASAMA, S.A. DE C.V.","BLVD. FRANCISCO VILLA 450, COLONIA FRACCION DEL PREDIO EL TLACUACHE, CP 37510",7253,2015-11-17,42,0
3037,"ESTACION DE SERVICIO LEON, S. DE R.L. DE C.V.","BOULEVARD LA LUZ No. 4802, COLONIA SAN NICOLAS DE LOS GONZALEZ, CP 37670",7708,2015-11-17,0,0
3038,"GASOLINERA INSURGENTES, SA DE CV","AV INSURGENTES No. 2560, COLONIA LOS FRESNOS, CP 36555",5235,2015-11-16,18,0
3039,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.","LUIS H. DUCOING NUM. 103, COLONIA CENTRO, CP 36100",6089,2015-11-16,12,2
3040,"ESTACION HEROES DE NACOZARI, S.A. DE C.V.","AVENIDA HEROES DE NACOZARI 711, COLONIA RESIDENCIAL CAMPESTRE, CP 36698",7978,2015-11-16,12,2
3041,"INMOBILIARIA JEMA’A, SA DE CV","AV CASIMIRO LICEAGA N 1007, COLONIA ALVARO OBREGON, CP 36530",4316,2015-11-15,28,0
3042,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.","CARRETERA SALAMANCA-IRAPUATO KM. 98+200, COLONIA , CP ",8671,2015-11-15,16,3
3043,"COMBUSTIBLES GML, S.A. DE C.V.","Avenida Cazadora 1506, COLONIA Ejido de San Juan de Razos, CP 36782",9330,2015-11-15,0,0
3044,"SERVIDIESEL DEL BAJIO, S.A. DE C.V.","CARRETERA A JARAL NUMERO 1005, COLONIA SIN COLONIA, CP 38300",5630,2015-11-13,18,0
3045,"SERVICIO  SAN JOSE DE LA PENA, S.A. DE C.V.","CARRETERA CORTAZAR-SALVATIERRA KM. 2.5, COLONIA , CP ",8563,2015-11-13,10,0
3046,"CORPORATIVO DE COMBUSTIBLES, S.A. DE C.V.","CALZADA CORTAZAR – LA ESTACION NO. 100, COLONIA LA ESTACION DEL FFCC, CP 38300",9936,2015-11-13,16,0
3047,"ESTACION DE SERVICIOS DON GU, S.A. DE C.V.","Eje Nor-Poniente No. 400, COLONIA Fracc. La Capilla, CP 38040",9714,2015-11-12,18,1
3048,"ESTACION DE SERVICIO VELEROS, S.A. DE C.V.","FRANCISCO I.MADERO NO.710, ESQ.2 DE ABRIL Y ZACATECAS, COLONIA LOS REYES, CP 38050",10216,2015-11-12,8,1
3049,"ETRAFUCE INTERNATIONAL COMPANY, S.A. DE C.V.","FUNDACION # 100 A, COLONIA BARRIO DEL ZAPOTE, CP 38057",10740,2015-11-12,12,1
3050,RODOLFO JURADO GUZMAN,"CARRETERA A QUERÉTARO Y LIBRAMIENTO SIN NÚMERO, COLONIA , CP 37700",3050,2015-11-11,20,2
3051,"SERVICIO JUMAY, S.A. DE C.V.","LA PARROQUIA 1, COLONIA LA PARROQUIA, CP 37790",12208,2015-11-11,22,1
3052,"RR&V ASOCIADOS, S.A. DE C.V.","PROLONGACION ALDAMA 715, COLONIA ASEQUIA GRANDE, CP 38160",10272,2015-11-10,12,1
3053,"COMBUSTIBLES APASEO, S.A. DE C.V.","PROLONGACION JUAN ALDAMA 431, COLONIA CASAS BLANCAS Y ANTONIO PLAZA, CP 38160",10433,2015-11-10,12,0
3054,ANDRES SANCHEZ PATINO,"RANCHO SAN RAFAEL POBLADO LA CUEVITA, COLONIA , CP ",3401,2015-11-09,8,0
3055,"GRUPO MACADA 168, S.A DE C.V","CARRET.LIBRE FEDERAL CELAYA-QUERETARO KM.13+700SUR, COLONIA , CP ",8759,2015-11-09,16,1
3056,MANUEL ARTEAGA ALVAREZ,"GUADALUPE MANDUJANO 516, COLONIA MANUEL AVILA CAMACHO, CP 38500",12384,2015-11-09,18,0
3057,"SERVICIO LIBRAMIENTO NORTE, S.A. DE C.V.","LIBRAMIENTO NORTE ESQ. PROL. BLVD. HIDALGO, COLONIA CIUDAD AURORA, CP 37110",3781,2015-08-21,24,4
3058,"ESTACION DE SERVICIO MEXICO LINDO,S.DE R.L. DE C.V.","BLVD. TIMOTEO LOZANO ORIENTE NUM 345, COLONIA LA LUZ, CP 37458",10764,2015-08-21,0,0
3059,"PETROZONE, S DE R.L. DE C.V.","BLVD. VICENTE VALTIERRA NUM. 4401, COLONIA SAN MIGUEL DE RENTERIA, CP 37278",11093,2015-08-21,0,0
3060,"SERVICIO BOULEVARD AEROPUERTO, SA DE CV","BOULEVARD  AEROPUERTO NO 1007, COLONIA SAN JOSE EL ALTO, CP 37540",4267,2015-08-20,20,1
3061,"SERVICIO SIGLO XXI, S.A. DE C.V.","BLVD. JOSE MARIA MORELOS NORTE 1002, COLONIA FRACCION DEL PREDIO EL PALOTE, CP 37130",6965,2015-08-20,20,2
3062,"OPERADORA LA HERRADURA, S.A. DE C.V.","BLVD. AEROPUERTO 2250, COLONIA FRACCION PREDIO RUSTICO LOS LOPEZ, CP 37680",9564,2015-08-20,20,0
3063,"GASOLINERA UNION, SA DE CV","BL TORRES LANDA N 3706 PTE., COLONIA GRANJAS CAMPESTRE, CP 37440",3635,2015-08-19,32,13
3064,"HOTELES, MOTELES Y SERVICIOS TURISTICOS, SAN IGNACIO, SA DE CV","CARRET. QRO-LEON TRAMO SILAO-LEON KM 167+670, COLONIA , CP ",4011,2015-08-19,30,0
3065,"SERVICIO DE GASOLINAS Y LUBRICANTES, S.A. DE C.V.","BLVD. J. JOSE TORRES LANDA 3001, COLONIA SAN ISIDRO, CP 37530",4239,2015-08-19,16,0
3066,MARROQUIN LOYOLA LUIS FERNANDO,"OCEANO ATLANTICO 602, COLONIA SANTA MARIA DEL GRANJENO, CP 37520",3776,2015-08-18,26,0
3067,"GASOLINERAS DEL CENTRO, S.A. DE C.V.","BLVD. ADOLFO LOPEZ MATEOS NUM. 2817, COLONIA SAN ISIDRO DE JEREZ, CP 37280",7812,2015-08-18,18,0
3068,SERVICIOS GASOLINEROS DE MEXICO S.A. DE C.V.,"BLVD. LA LUZ ESQ BLVD VICENTE VALTIERRA NO 4402, COLONIA BRISAS DEL CARMEN, CP 37297",10542,2015-08-18,16,0
3069,"OLEUM SERVICE, S.A. DE C.V.","BOULEVARD JOSE MA. MORELOS 3546, COLONIA SAN MIGUEL DE RENTERIA, CP 37258",9783,2015-08-17,16,2
3070,"SERVICIO NINO DON BOSCO, S.A. DE C.V.","AVENIDA JUAREZ NO.3326, COLONIA SANTA ROSA PLAN DE AYALA, CP 37157",10055,2015-08-17,0,0
3071,SERVICIOS GASOLINEROS DE MEXICO S.A. DE C.V.,"BLVD ANTONIO MADRAZO ESQ BLVD JOSE MARIA MORELOS 1501, COLONIA SAN JOSE DEL CONSUELO, CP 37200",10618,2015-08-17,19,0
3072,"SERVICIO PIONEROS, SA DE CV","CARRET. FED. IRAPUATO-LA PIEDAD KM 49.1, COLONIA , CP ",4950,2015-06-19,20,2
3073,"COMBUSTIBLES ECOLOGICOS DEL LERMA, SA DE CV","AV PADRE HIDALGO N 1000, COLONIA CENTRO, CP 36190",4970,2015-06-19,10,1
3074,"SUPER SERVICIO LAJA BAJIO, S.A. DE C.V.","CARRETERA PANAMERICANA TRAMO CELAYA-APASEO,NO.201, COLONIA S/C, CP 38090",8229,2015-06-18,20,16
3075,"ESTACION DE SERVICIOS DON GU, S.A. DE C.V.","EJE NORPONIENTE NO. 400, COLONIA FRACC. LA CAPILLA, CP 38020",9714,2015-06-18,18,1
3076,"SERVICIO RENACIMIENTO, SA DE CV","BL ADOLFO LOPEZ MATEOS N 1505, COLONIA RENACIMIENTO, CP 38040",2849,2015-06-17,24,0
3077,"SERVICIO GRUPO TEPEYAC, S.A. DE C.V.","AV. EL SAUZ NO. 1501 ESQ. CON AV. CASUARINAS, COLONIA LOS PINOS, CP 38020",9868,2015-06-17,16,4
3078,"ETRAFUCE INTERNATIONAL COMPANY, S.A. DE C.V.","FUNDACION # 100 A, COLONIA BARRIO DEL ZAPOTE, CP 38057",10740,2015-06-17,12,0
3079,MARTHA PATRICIA VARGAS VEGA,"PROL JUAREZ N S/N, COLONIA CENTRO, CP 38470",2945,2015-06-16,14,1
3080,"SERVICIO EL RANCHITO, SA DE CV","PROL 16 DE SEPTIEMBRE N 1869, COLONIA EL RANCHITO, CP 38800",4713,2015-06-16,12,12
3081,"COMBUSTIBLES GOMALI, S.A. DE C.V.","AV. CAZADORA SUR NO. 1506, COLONIA EJIDO SAN JUAN DE RAZOS (PARCELA 57), CP 36800",9330,2015-06-16,0,0
3082,JORGE ORLANDO LARA ORTIZ,"CARRETERA GUANAJUATO-SILAO KM. 1.5MARFIL KM. 1, COLONIA , CP ",1665,2015-06-15,26,3
3083,"GASOLINERA INSURGENTES, SA DE CV","AV INSURGENTES No. 2560, COLONIA LOS FRESNOS, CP 36555",5235,2015-06-15,0,0
3084,"GASOLINERIA VILLAS JEMI, S.A. DE C.V.","BLVD. LA LUZ 5801, COLONIA PREDIO SAN NICOLAS DE LOS GONZALEZ, CP 37670",9311,2015-06-12,20,1
3085,"SERVICIO PEDREGAL DEL CARMEN, S.A. DE C.V.","BLVD. DELTA ESQ. BLVD. VICENTE VALTIERRA 8001, COLONIA PEDREGAL DEL CARMEN II, CP 37299",9735,2015-06-12,36,8
3086,"ESTACION DE SERVICIO LA BARCA, S.DE R.L. DE C.V.","BLVD. PASEO DE JEREZ NUM. 809, COLONIA GRANJAS CERES, CP 32789",10929,2015-06-12,0,0
3087,"SERVICIOS SAN JERONIMO, S.A. DE C.V.","BLVD. JUAN ALONSO DE TORRES 102, COLONIA SAN JERONIMO CUARTA ETAPA II SECCION, CP 37148",6451,2015-06-11,24,2
3088,"NEOGAS, S. DE R.L DE C.V.","BLVD. TIMOTEO LOZANO ORIENTE NUM. 3001, COLONIA EL GRANJENO PLUS, CP 37138",10804,2015-06-11,0,0
3089,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.","BLVD MANUEL.CLOUTHIER N 208, COLONIA CERRO GORDO, CP 64480",5173,2015-06-10,32,1
3090,"SERVICIO LAS HILAMAS, SA DE CV","BOULEVARD JUAN ALONSO DE TORRES NO. 528, COLONIA FRACCION PREDIO CRUZ DE LAS HILAMAS, CP 37407",5998,2015-06-10,42,2
3091,"ESTACION DE SERVICIO LEON, S. DE R.L. DE C.V.","BOULEVARD LA LUZ NO. 4802, COLONIA SAN NICOLAS DE LOS GONZALEZ, CP 37670",7708,2015-06-10,0,0
3092,"ESTACION DE SERVICIO LAS HUERTAS, S.A. DE C.V.","INDUSTRIAL SAN JORGE 101, COLONIA FRACC. INDUSTRIAL SAN JORGE, CP 37410",3985,2015-06-09,18,1
3093,"SERVICIO FERPA, S.A. DE C.V.","AV PASEO DE LOS INSURGENTES N 1905, COLONIA LINDAVISTA, CP 37300",4089,2015-06-09,28,2
3094,"SERVICIO MALECON ORIENTE, S.A. DE C.V.","AV MALECON DEL RIO DE LOS GOMEZ No. 1802, COLONIA HEROES DE CHAPULTEPEC, CP 37190",4505,2015-06-09,28,3
3095,"LOS ANGELES SERVICIO, SA DE CV","BLVD ADOLFO LOPEZ MATEOS ESQ 20 DE ENERO, COLONIA CENTRO, CP 37000",1714,2015-06-08,10,0
3096,MAURICIO DEL SAGRADO CORAZON ENRIQUEZ MORENO,"JUAN JOSE TORRES LANDA Y PROL. JUAREZ 404, COLONIA LOS FRESNOS, CP 37390",1718,2015-06-08,26,1
3097,MARIA GABRIELA VARGAS VEGA,"GRAL. MANUEL AVILA CAMACHO # 100, COLONIA FRACC. LAZARO CARDENAS, CP 38470",393,2015-03-09,10,10
3098,"SERVICIO EL MAGUEY, S.A. DE C.V.","KM 4.14 CARR A PUEBLO NVO,ENT. CARR. MORELIA-SALAM, COLONIA Sin Colonia, CP 36880",4073,2015-02-26,6,1
3099,"ALAZAN`S, SA DE CV","CARRET. A VALLE SANTIAGO KM 5.5, COLONIA , CP ",5166,2015-02-26,20,1
3100,"SUPER SERVICIO GARBRI, SA DE CV","AV. VILLAGRAN NO. 817, PBDO. SANTA ANA PACUECO,, COLONIA PBDO. SANTA ANA PACUECO, CP 36910",5598,2015-02-26,16,1
3101,JOSE DE JESUS ARIAS NEGRETE,"CARRT. ESTATAL HERRADURA DE PENJAMO TRAMO SAN MARCOS-TACUBAYA KM 54.9, COLONIA Sin Colonia, CP 36900",5749,2015-02-26,4,1
3102,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.","HEROES DE CANANEA NO. 101, COLONIA LOS ALAMOS, CP 36750",7451,2015-02-26,18,3
3103,"ESTACION DE COMBUSTIBLE SANTA ANA, S.A. DE C.V.","CUERAMARO NO. 28 ESQ. AV. PADRE HIDALGO, COLONIA SANTA ANA PACUECO, CP 36910",8239,2015-02-26,12,0
3104,"GASOLINERA SALAMANCA, S.A. DE C.V.","CARRETERA PANAMERICANA SALAMANCA-IRAPUATO KM.5, COLONIA , CP ",3550,2015-02-25,0,0
3105,"SERVICIO SECA, S.A. DE C.V.","BLVD. MORELOS  S/N, COLONIA CENTRO, CP 36740",3602,2015-02-25,18,2
3106,"AUTOSERVICIO EL AGUILA, S.A. DE C.V.","KM.3+100 LIBRAM.NTE.IRAPUATO CARR.QUERETARO-LEON, COLONIA Sin Colonia, CP 36826",4247,2015-02-25,20,1
3107,"MONTI GASOLINERA , S.A. DE C.V.","CARRETERA QUERETARO-LEON KM.125.980, COLONIA , CP ",4453,2015-02-25,16,2
3108,"TRACTOCOMBUSTIBLES PLAZA, SA DE CV","FAJA DE ORO ESQ. TORNEROS S/N, COLONIA OBRERA, CP 36750",5871,2015-02-25,20,0
3109,"DISTRIBUIDORA DEL SUR DE SALAMANCA, S.A. DE C.V.","CARRT. IRAPUATO-ABASOLO # 6063, COLONIA , CP ",6648,2015-02-25,20,4
3110,RODOLFO JURADO GUZMAN,"CARR.A QUERETARO Y CAMINO EL CARACOL, COLONIA Sin Colonia, CP 37700",3050,2015-02-24,0,0
3111,"GASOLINERA ROBINMEX, S.A. DE C.V.","BL SAN ROQUE N S/N, COLONIA CENTRO, CP 36500",3686,2015-02-24,12,0
3112,"SERVICIO AUTOEXPRESS HERNIE, S.A. DE C.V.","AV REFORMA N 1540, COLONIA JARDINES DEL VALLE, CP 36611",4071,2015-02-24,20,0
3113,"DIGEPE, SA DE CV","CARRT. QUERETARO-SAN LUIS POTOSI KM 14, COLONIA , CP ",6004,2015-02-24,6,0
3114,CONSORCIO DE SERVICIOS Y PRODUCTOS S.A DE C.V.,"LIMITE QRO-GTO-SAN MIGUEL DE ALLENDE KM.17+040L.D., COLONIA , CP ",8109,2015-02-24,10,0
3115,SERVICIO MARANDA S.A. DE C.V.,"AV. ARANDAS 2142, COLONIA LO DE JUAREZ, CP 36821",10202,2015-02-24,12,9
3116,"COMBUSTIBLES DE ACAMBARO, SA","CARRETERA A MORELIA 469-B, COLONIA SAN ISIDRO, CP 38670",380,2015-02-23,18,1
3117,"COMBU-EXPRESS, S.A. DE C.V.","CARRT. FED. QUERETARO-CELAYA KM 30.5, COLONIA , CP ",382,2015-02-23,18,1
3118,"SERVICIO SAN PEDRO, SA DE CV","BL LAZARO CARDENAS No. 1591, COLONIA PROLONGACION MODERNA, CP 36520",3832,2015-02-23,12,0
3119,ROBERTO VEGA MENDIETA,"FCO. I. MADERO ESQ. QUINTANA ROO # 130, COLONIA COMUNIDAD DE SAN MIGUEL OCTOPAN, CP 38130",3179,2015-02-21,4,4
3120,"SERVICIO IRRIGACION, SA DE CV","ANENECUILCO # 202 ESQUINA IRRIGACION, COLONIA EMILIANO ZAPATA, CP 38030",4168,2015-02-21,12,3
3121,"COMBUSTIBLES PREMIER, S.A. DE C.V.","BLVD. MARIANO ESCOBEDO NUM 4825, COLONIA LAS HILAMAS, CP 37353",10935,2015-02-21,12,0
3122,"SERVICIO SAN NICOLAS , S.A. DE C.V.","AV CONSTITUYENTES ORIENTE N 208, COLONIA EL OLIVAR, CP 38070",383,2015-02-20,16,3
3123,"ESTACION MORELOS, S.A.","AV MORELOS N 137, COLONIA CENTRO, CP 38000",384,2015-02-20,12,0
3124,"COMBUSTIBLES DE LEON, S.A. DE C.V.","BLVD. AEROPUERTO 2516, COLONIA RESIDENCIAL CAMPESTRE SAN JOSE, CP 37548",6640,2015-02-20,20,5
3125,"COMBUSTIBLES BONANZA, S.A. DE C.V.","BOULEVARD HIDALGO NUM. 7608, COLONIA CONGREGACION DE LOS CASTILLOS, CP 37100",7766,2015-02-20,14,6
3126,"SUPER SERVICIO LAJA BAJIO, S.A. DE C.V.","CARRETERA PANAMERICANA TRAMO CELAYA-APASEO,NO.201, COLONIA S/C, CP 38090",8229,2015-02-20,0,0
3127,"SERVICIO CELAYA, SA DE CV","PROLONGACION MORELOS # 323 A, COLONIA CENTRO, CP 38050",386,2015-02-19,46,10
3128,"COMBUSTIBLES POLIFORUM, S.A. DE C.V.","BLVD. ADOLFO LOPEZ MATEOS 2207 OTE, COLONIA BUGAMBILIAS, CP 37270",1712,2015-02-19,4,0
3129,M. DE LA LUZ CAMARENA PADILLA,"KM. 9 CARRET. LEON-LAGOS DE MORENO, COLONIA , CP ",3377,2015-02-19,16,2
3130,"ESTACION DE SERVICIO LEON, S. DE R.L. DE C.V.","BOULEVARD LA LUZ NO. 4802, COLONIA SAN NICOLAS DE LOS GONZALEZ, CP 37670",7708,2015-02-19,0,0
3131,"SUPER SERVICIO BOULEVARD AUSTRI, SA DE CV","HIERRO NO. 301, COLONIA SAN JOSE OBRERO, CP 37310",6038,2015-02-18,12,2
3132,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.","BLVD. JUAN JOSE TORRES LANDA S/N ESQ. COLINA DORADA, COLONIA COLINAS DE SAN ISIDRO, CP 37530",10144,2015-02-18,12,2
3133,SERVICIO MURANO S.A. DE C.V.,"AV. MANUEL GOMEZ MORIN  3577, COLONIA EJIDO IRAPUATO, CP 36640",10905,2014-11-19,12,0
3134,JOSE DE JESUS ARIAS NEGRETE,"PROL DEGOLLADO N S/N, COLONIA CENTRO, CP 36900",1674,2014-11-18,12,2
3135,"MEGA GASOLINERAS, S.A. DE C.V.","16 DE SEPTIEMBRE NUM. 806, COLONIA OBREGON, CP 37320",1717,2014-11-17,20,1
3136,"UNION F.Y.M.,S.A. DE C.V.","CARRETERA 57 KM 308, COLONIA , CP ",2288,2014-11-17,20,0
3137,"GOFES, SA DE CV","BLVD. GUANAJUATO-MIGUEL HIDALGO Y TANCITARO, COLONIA HIDALGO, CP 37329",3053,2014-11-17,18,0
3138,EDGARDO ESQUEDA RUIZ,"LIBRAMIENTO CARRETERA SUR KM.8.650, COLONIA Sin Colonia, CP 00000",3825,2014-11-14,8,1
3139,"GASOLINERAS MAS UNO, S.A. DE C.V.","LIBR. SUR CARR.VALLE DE SANTIAGO-CELAYA KM.3+200, COLONIA , CP ",8968,2014-11-14,20,2
3140,"SERVICIO CELAYA, SA DE CV","PROLONGACION MORELOS # 323 A, COLONIA CENTRO, CP 38050",386,2014-11-13,46,0
3141,"SERVICIO RENACIMIENTO, SA DE CV","BL ADOLFO LOPEZ MATEOS N 1505, COLONIA RENACIMIENTO, CP 38040",2849,2014-11-13,24,0
3142,"ESTACION MORELOS, S.A.","AV MORELOS N 137, COLONIA CENTRO, CP 38000",384,2014-11-12,12,5
3143,"SERVICIO EL RANCHITO, SA DE CV","PROL 16 DE SEPTIEMBRE N 1869, COLONIA EL RANCHITO, CP 38800",4713,2014-11-11,0,0
3144,"GASOLINERA LA PROVEEDORA, S.A. DE C.V.","BULEVARD PONCIANO VEGA NUMERO 1434, COLONIA LIENZO CHARRO, CP 38800",7064,2014-11-11,16,0
3145,ESTHER LEON LUVIANO Y COPROPIETARIOS,"BLVD. REVOLUCION NO 39, COLONIA ZONA CENTRO, CP 38400",1687,2014-11-10,9,0
3146,"SERVICIO ANILLO VIAL, S.A. DE C.V.","ENTR. CARR.V.DE STGO. A JARAL Y ANILLO VIAL S/N, COLONIA PREDIO RUSTICO LA RETANA, CP 38400",9351,2014-11-10,18,8
3147,"GASOLINERA SERVICIO CARRANZA, S.A. DE C.V.","AV EMILIO CARRANZA N 790, COLONIA EMILIO CARRANZA, CP 38680",4501,2014-11-09,20,0
3148,SABINO TRINIDAD GARCIA ESCUTIA,"CALZADA EMILIANO ZAPATA 52, COLONIA EL CAMARON, CP 38770",8377,2014-11-09,6,2
3149,"COMBUSTIBLES DE ACAMBARO, SA","CARRETERA A MORELIA 469-B, COLONIA SAN ISIDRO, CP 38670",380,2014-11-08,18,0
3150,"GASOLINERIA SERVICIO LERMA, S.A. DE C.V.","PROLONGACION SANTOS DEGOLLADO S/N, COLONIA CENTRO, CP 38600",3259,2014-11-08,18,0
3151,"GASOLINERA SERVICIO DEL PUENTE, S.A. DE C.V.","KM. 1 CARRETERA ACAMBARO-JERECUARO NO. 33, COLONIA , CP ",4735,2014-11-08,14,0
3152,CONSORCIO DE SERVICIOS Y PRODUCTOS S.A DE C.V.,"LIMITE QRO-GTO-SAN MIGUEL DE ALLENDE KM.17+040L.D., COLONIA , CP ",8109,2014-08-24,10,3
3153,"SEVIBA, S.A. DE C.V.","IRRIGACION NUMERO 507-A, COLONIA CUAUHTEMOC, CP 38080",8157,2014-08-24,18,6
3154,"GASOLINERA SERVICIO LOS NARANJOS, S.A. DE C.V.","EJE MANUEL J. CLOUTHIER #681, ESQ. AV. LOS NARANJOS, COLONIA ZONA NORPONIENTE, CP 38020",7969,2014-08-23,16,3
3155,"SUPER SERVICIO LAJA BAJIO, S.A. DE C.V.","CARRETERA PANAMERICANA TRAMO CELAYA-APASEO,NO.201, COLONIA S/C, CP 38090",8229,2014-08-23,20,3
3156,HERMILA ASCENCIO RUEDA,"BL HIDALGO N 1406, COLONIA SAN JUAN, CP 36770",1678,2014-08-22,13,3
3157,SERVICIO MARANDA S.A. DE C.V.,"AV. ARANDAS 2142, COLONIA LO DE JUAREZ, CP 36821",10202,2014-08-22,12,0
3158,"SERVICIO ARANDAS, SA DE CV","BL ARANDAS N 1184, COLONIA FRAC LA HACIENDA, CP 36610",5221,2014-08-21,8,0
3159,"SERVICIO SOLIDARIDAD, S.A. DE C.V.","BLVD. SOLIDARIDAD S/N, COLONIA CFE LABORATORIO, CP 36631",7044,2014-08-21,14,1
3160,"GAS SAL, S.A. DE C.V.","BLVD.  VALLE DE SANTIAGO NO. 400, COLONIA GUANAJUATO, CP 36750",1677,2014-08-20,17,0
3161,"SERVICIO SECA, S.A. DE C.V.","BLVD. MORELOS  S/N, COLONIA CENTRO, CP 36740",3602,2014-08-20,18,3
3162,RODOLFO ENRIQUEZ MORENO,"CL DE LOS HEROES N 604, COLONIA LEON MODERNO, CP 37370",1716,2014-08-19,24,6
3163,"PETRO-LEO, SA DE CV","MIGUEL DE CERVANTES S. 701, COLONIA VISTA HERMOSA SUR, CP 37330",4419,2014-08-19,16,1
3164,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.","BLVD. MANUEL J. CLOUTHIER NUM. 702, COLONIA FRACCIONES DEL PREDIO EL CAPULIN, CP 37128",7418,2014-08-19,16,0
3165,"SERVICIO JARAMILLO, S.A. DE C.V.","BLVD. JOSE MA. MORELOS PONIENTE 501, COLONIA FRACCION PREDIO RUSTICO ECHEVESTE, CP 37100",7063,2014-08-18,10,2
3166,GONZALO LATABAN HERNANDEZ,"CARR.FEDERAL ACAPULCO-PINOTEPA #217 KM 6.0, COLONIA CAYACO, CP 39905",11488,2016-11-15,20,2
3167,"INMUEBLES PORBA, S.A. DE C.V.","AV. EJIDO LOTE 15 MZA CUARTA, COLONIA SANTA CRUZ, CP 39530",12750,2016-11-15,0,0
3168,"GASOLINERA TAJA PLUS, S.A. DE C.V.","CARRETERA NACIONAL ACAPULCO-ZIHUATANEJO,LT.6,7,8,27M58, COLONIA PIE DE LA CUESTA I, CP 39900",12909,2016-11-15,20,1
3169,"SERVICIO MONTANAS DEL SUR, S.A. DE C.V.","CARRETERA NACIONAL  ACAPULCO – PINOTEPA NACIONAL KM. 28.6, COLONIA SC, CP ",9898,2016-11-14,16,0
3170,"SERVICIO TRES VIDAS, S.A. DE C.V.","BOULEVARD BARRA VIEJA LT. 1 MZ. 34 ZONA 2, COLONIA ALFREDO V. BONFIL, CP ",11322,2016-11-14,4,0
3171,"SERVICIO ACAPULCO DIAMANTE, S.A. DE C.V.","PRIMAVERA NO. 34, COLONIA LA ZANJA, CP ",8240,2016-11-12,12,3
3172,"SERVICIO CIMOVI, SA DE CV","CARRT CAYACO-PUERTO MARQUEZ KM 3 # 109, COLONIA EJIDO DE LLANO LARGO, CP ",6337,2016-11-11,26,2
3173,"SERVICIO MANTARRAYA, SA DE CV","BLVD. DE LAS NACIONES KM 10.5 LOTE 90, COLONIA FRACCIONAMIENTO JARDIN PRINCESA, CP ",4166,2016-11-10,16,0
3174,"SERVICIO CENTRO COMERCIAL CHILPANCINGO, S.A. DE C.V.","AV. PASEO ALEJANDRO CERVANTES # 34, COLONIA TEQUICORRAL, CP ",5539,2016-11-10,24,0
3175,"SERVICIO COSTERA, SA DE CV","AV. COSTERA MIGUEL ALEMAN NO. 7, COLONIA COSTA AZUL, CP ",6145,2016-11-10,8,8
3176,"SERVICIOS TURISTICOS DE CARRETERA, S.A.","CARRETERA NACIONAL MEXICO-ACAPULCO KM. 196, COLONIA CENTRO, CP ",476,2016-11-09,20,0
3177,"COMBUSTIBLES DEL SUR, SA DE CV","CARRETERA NACIONAL MEXICO-ACAPULCO KM.199  , COLONIA LA FLORESTA , CP ",483,2016-11-09,24,0
3178,"ESTACION DE SERVICIO EVA, S.A. DE C.V.","CARRT. NACIONAL MEXICO-ACAPULCO NO. 55, COLONIA LAS PETAQUILLAS, CP ",3705,2016-11-09,10,0
3179,"SERVICIO TAMARINDOS, S.A DE C.V","PERIFERICO SUR 37058  ENTRE GALEANA Y ALVARO OBREGON, COLONIA BENITO JUAREZ, CP ",6331,2016-11-09,20,0
3180,"SERVICIO TAMARINDOS, S.A. DE C.V.","PERIFERICO SUR BENITO JUAREZ S/N, COLONIA SIN COLONIA, CP ",6332,2016-11-09,20,0
3181,"SERVICIOS MEXICANOS DE TURISMO, SA","AVE. DE LOS PLATEROS NO. 130, COLONIA BARRIO DE LOS JALES, CP ",479,2016-11-08,12,0
3182,"P.M. ESTACIONES DE SERVICIO, SA DE CV","CARRETERA HUITZUCO-ATENANGO DEL RIO KM. 1, COLONIA SIN COLONIA, CP ",4296,2016-09-21,10,1
3183,JOSE FERNANDO TECUATL MORALES,"PASEO CELESTE # 12, COLONIA SAN FRANCISCO, CP ",9028,2016-09-21,14,1
3184,CELIS AGUIRRE JUAN MANUEL,"KM.2.5 CARR. TLAPA-PUE.CUADRILLA DEL CARMEN, COLONIA SIN COLONIA, CP ",3759,2016-09-20,16,1
3185,"SERVICIO CENTRO COMERCIAL CHILPANCINGO, S.A. DE C.V.","BLVD. VICENTE GUERRERO NO. 560, COLONIA SALUBRIDAD, CP ",4033,2016-09-20,26,0
3186,CARLOS RIVERA MEDEL,"CARRT. FED.TLAPA-CHILPANCINGO KM 10.5, COLONIA , CP ",7265,2016-09-20,0,0
