Estado, Municipio, Razón social, Fecha, BV, BI, VVPV, VVPI, VPV, VPI, AV, AI, Resultado
CIUDAD DE MEXICO, VENUSTIANO CARRANZA,"FLAMAMEX, S.A. DE C.V.", 2016-10-19, 0,  0,  1,  0,  0,  0,  0,  0,SIN INFRACCIÓN
CIUDAD DE MEXICO, MIGUEL HIDALGO,"REGIO GAS, S.A. DE C.V.", 2016-10-18, 0,  0,  1,  0,  0,  0,  0,  0,SIN INFRACCIÓN
CIUDAD DE MEXICO, MIGUEL HIDALGO,"REGIO GAS, S.A. DE C.V.", 2016-10-18, 0,  0,  1,  0,  0,  0,  0,  0,SIN INFRACCIÓN
CIUDAD DE MEXICO, MIGUEL HIDALGO,"REGIO GAS, S.A. DE C.V.", 2016-10-18, 0,  0,  1,  1,  0,  0,  0,  0,CON INFRACCIÓN
CIUDAD DE MEXICO, TLAHUAC,"COMPAÑIA MEXICANA DE GAS COMBUSTIBLE, S.A. DE C.V.", 2016-10-13, 0,  0,  0,  0,  0,  0,  0,  0,SE NEGÓ A SER VERIFICADO
CIUDAD DE MEXICO, IZTAPALAPA,"GAS Y SERVICIO, S.A. DE C.V.", 2016-09-15, 0,  0,  1,  0,  0,  0,  0,  0,NEGATIVA DE VERIFICACIÓN
CIUDAD DE MEXICO, IZTAPALAPA,"FLAMAMEX, S.A. DE C.V.", 2016-09-15, 0,  0,  1,  0,  0,  0,  0,  0,SIN INFRACCION
CIUDAD DE MEXICO, IZTAPALAPA,"GASAMEX, S.A. DE C.V.", 2016-09-15, 0,  0,  1,  1,  0,  0,  0,  0,CON INFRACCION
CIUDAD DE MEXICO, IZTAPALAPA,"GASAMEX, S.A. DE C.V.", 2016-09-15, 0,  0,  1,  0,  0,  0,  0,  0,SIN INFRACCION
CIUDAD DE MEXICO, IZTAPALAPA,"GASOMATICO, S.A. DE C.V.", 2016-09-15, 0,  0,  1,  0,  0,  0,  0,  0,NEGATIVA DE VERIFICACIÓN
CIUDAD DE MEXICO, IZTAPALAPA,"GASOMATICO, S.A. DE C.V.", 2016-09-13, 0,  0,  1,  0,  0,  0,  0,  0,NEGATIVA DE VERIFICACIÓN
CIUDAD DE MEXICO, GUSTAVO A. MADERO,"GAS METROPOLITANO, S.A. DE C.V.", 2016-08-29, 0,  0,  1,  0,  0,  0,  0,  0,NEGATIVA DE VERIFICACIÓN
CIUDAD DE MEXICO, GUSTAVO A. MADERO,"GASOMATICO, S.A. DE C.V.", 2016-08-29, 0,  0,  1,  0,  0,  0,  0,  0,NEGATIVA DE VERIFICACIÓN
CIUDAD DE MEXICO, GUSTAVO A. MADERO,"GAS METROPOLITANO, S.A. DE C.V.", 2016-08-29, 0,  0,  1,  0,  0,  0,  0,  0,NEGATIVA DE VERIFICACIÓN
CIUDAD DE MEXICO, GUSTAVO A. MADERO,"FLAMAMEX, S.A. DE C.V.", 2016-08-29, 0,  0,  1,  0,  0,  0,  0,  0,SIN INFRACCIÓN
CIUDAD DE MEXICO, GUSTAVO A. MADERO,"GAS FLAMAZUL, S.A. DE C.V.", 2016-08-24, 5,  0,  0,  0,  0,  0,  0,  0,SIN INFRACCIÓN
CIUDAD DE MEXICO, ALVARO OBREGON,"GASOMATICO, S.A. DE C.V.", 2016-08-19, 0,  0,  1,  0,  0,  0,  0,  0,SIN INFRACCIÓN
CIUDAD DE MEXICO, ALVARO OBREGON,"GASOMATICO, S.A. DE C.V.", 2016-08-19, 0,  0,  1,  0,  0,  0,  0,  0,SIN INFRACCIÓN
CIUDAD DE MEXICO, AZCAPOTZALCO,"FLAMAMEX, S.A. DE C.V.", 2016-08-19, 0,  0,  1,  0,  0,  0,  0,  0,SIN INFRACCIÓN
CIUDAD DE MEXICO, AZCAPOTZALCO,"GASOMATICO, S.A. DE C.V.", 2016-08-19, 0,  0,  1,  0,  0,  0,  0,  0,NEGATIVA DE VERIFICACIÓN
CIUDAD DE MEXICO, MIGUEL HIDALGO,"GASOMATICO, S.A. DE C.V.", 2016-08-19, 0,  0,  1,  0,  0,  0,  0,  0,SIN INFRACCIÓN
CIUDAD DE MEXICO, ALVARO OBREGON,"GASOMATICO, S.A. DE C.V.", 2016-08-16, 0,  0,  1,  0,  0,  0,  0,  0,NEGATIVA DE VERIFICACIÓN
CIUDAD DE MEXICO, GUSTAVO A. MADERO,"REGIO GAS, S.A. DE C.V.", 2016-07-23, 0,  0,  0,  0,  1,  1,  0,  0,0
CIUDAD DE MEXICO, IZTAPALAPA,"REGIO GAS, S.A. DE C.V.", 2016-07-22, 0,  0,  0,  0,  1,  1,  0,  0,0
CIUDAD DE MEXICO, IZTAPALAPA,"GAS Y SERVICIO, S.A. DE C.V.", 2016-07-22, 0,  0,  0,  0,  1,  0,  0,  0,0
CIUDAD DE MEXICO, IZTAPALAPA,"FLAMAMEX, S.A. DE C.V.", 2016-07-22, 0,  0,  0,  0,  1,  0,  0,  0,0
CIUDAD DE MEXICO, CUAUHTEMOC,"GAS Y SERVICIO, S.A. DE C.V.", 2016-07-21, 0,  0,  0,  0,  1,  0,  0,  0,0
CIUDAD DE MEXICO, GUSTAVO A. MADERO,"FLAMAMEX, S.A. DE C.V.", 2016-07-21, 0,  0,  0,  0,  1,  0,  0,  0,0
CIUDAD DE MEXICO, IZTACALCO,"GASOMATICO, S.A. DE C.V.", 2016-07-21, 0,  0,  0,  0,  1,  0,  0,  0,0
CIUDAD DE MEXICO, IZTAPALAPA,"FLAMA GAS, S.A. DE C.V.", 2016-07-21, 0,  0,  0,  0,  1,  0,  0,  0,0
CIUDAD DE MEXICO, VENUSTIANO CARRANZA,"FLAMAMEX, S.A. DE C.V.", 2016-07-21, 0,  0,  0,  0,  1,  0,  0,  0,0
CIUDAD DE MEXICO, VENUSTIANO CARRANZA,"GASOMATICO, S.A. DE C.V.", 2016-07-21, 0,  0,  0,  0,  1,  0,  0,  0,0
CIUDAD DE MEXICO, VENUSTIANO CARRANZA,"FLAMAMEX, S.A. DE C.V.", 2016-07-21, 0,  0,  0,  0,  1,  0,  0,  0,0
CIUDAD DE MEXICO, VENUSTIANO CARRANZA,"FLAMA GAS, S.A. DE C.V.", 2016-07-21, 0,  0,  0,  0,  1,  0,  0,  0,0
CIUDAD DE MEXICO, GUSTAVO A. MADERO,"GAS METROPOLITANO, S.A. DE C.V.", 2016-07-20, 0,  0,  0,  0,  1,  0,  0,  0,0
CIUDAD DE MEXICO, IZTACALCO,"GASOMATICO, S.A. DE C.V.", 2016-07-20, 0,  0,  0,  0,  1,  0,  0,  0,0
CIUDAD DE MEXICO, IZTACALCO,"FLAMAMEX, S.A. DE C.V.", 2016-07-20, 0,  0,  0,  0,  1,  0,  0,  0,0
CIUDAD DE MEXICO, IZTAPALAPA,"GASIPO, S.A. DE C.V.", 2016-07-20, 0,  0,  0,  0,  1,  0,  0,  0,0
CIUDAD DE MEXICO, IZTAPALAPA,"COMPAÑIA MEXICANA DE GAS COMBUSTIBLE, S.A. DE C.V.", 2016-07-20, 0,  0,  0,  0,  1,  0,  0,  0,0
CIUDAD DE MEXICO, IZTAPALAPA,"REGIO GAS, S.A. DE C.V.", 2016-07-20, 0,  0,  0,  0,  1,  0,  0,  0,0
CIUDAD DE MEXICO, IZTAPALAPA,"COMPAÑIA MEXICANA DE GAS COMBUSTIBLE, S.A. DE C.V.", 2016-07-20, 0,  0,  0,  0,  1,  0,  0,  0,0
CIUDAD DE MEXICO, IZTAPALAPA,"G.G. GAS, S.A. DE C.V.", 2016-07-20, 0,  0,  0,  0,  1,  0,  0,  0,0
CIUDAD DE MEXICO, IZTAPALAPA,"GASOMATICO, S.A. DE C.V.", 2016-07-20, 0,  0,  0,  0,  1,  0,  0,  0,0
CIUDAD DE MEXICO, IZTAPALAPA,"GASOMATICO, S.A. DE C.V.", 2016-07-20, 0,  0,  0,  0,  1,  0,  0,  0,0
CIUDAD DE MEXICO, CUAUHTEMOC,"FLAMAMEX, S.A. DE C.V.", 2016-07-19, 0,  0,  0,  0,  1,  0,  0,  0,0
CIUDAD DE MEXICO, VENUSTIANO CARRANZA,"FLAMAMEX, S.A. DE C.V.", 2016-07-19, 0,  0,  0,  0,  1,  1,  0,  0,0
CIUDAD DE MEXICO, VENUSTIANO CARRANZA,"FLAMAMEX, S.A. DE C.V.", 2016-07-19, 0,  0,  0,  0,  1,  0,  0,  0,0
CIUDAD DE MEXICO, MIGUEL HIDALGO,"REGIO GAS, S.A. DE C.V.", 2016-05-19, 44,  0,  0,  0,  1,  0,  0,  0,SIN INFRACCION
CIUDAD DE MEXICO, TLAHUAC,"COMPAÑIA MEXICANA DE GAS COMBUSTIBLE, S.A. DE C.V.", 2016-05-19, 0,  0,  0,  0,  0,  0,  0,  0,NEGATIVA
CIUDAD DE MEXICO, GUSTAVO A. MADERO,"FLAMAMEX, S.A. DE C.V.", 2016-05-13, 68,  0,  0,  0,  2,  0,  0,  0,SIN INFRACCION
CIUDAD DE MEXICO, GUSTAVO A. MADERO,"USA GAS SAN JUAN, S.A. DE C.V.", 2016-05-13, 0,  0,  0,  0,  0,  0,  0,  0,NEGATIVA
CIUDAD DE MEXICO, TLAHUAC,"GAS VEHICULAR SILZA, S.A. DE C.V.", 2016-05-13, 0,  0,  0,  0,  0,  0,  0,  0,NEGATIVA
CIUDAD DE MEXICO, AZCAPOTZALCO,"REGIO GAS, S.A. DE C.V.", 2016-05-09, 0,  0,  1,  1,  0,  0,  0,  0,CON INFRACCION
CIUDAD DE MEXICO, AZCAPOTZALCO,"GASOMATICO, S.A. DE C.V.", 2016-05-09, 0,  0,  1,  0,  0,  0,  0,  0,NEGATIVA
CIUDAD DE MEXICO, BENITO JUAREZ,"GASOMATICO, S.A. DE C.V.", 2016-05-06, 0,  0,  1,  0,  0,  0,  0,  0,NEGATIVA
CIUDAD DE MEXICO, MIGUEL HIDALGO,"REGIO GAS, S.A. DE C.V.", 2016-05-06, 0,  0,  1,  0,  0,  0,  0,  0,SIN INFRACCION
CIUDAD DE MEXICO, MIGUEL HIDALGO,"REGIO GAS, S.A. DE C.V.", 2016-05-06, 0,  0,  1,  0,  0,  0,  0,  0,SIN INFRACCION
CIUDAD DE MEXICO, ALVARO OBREGON,"GASOMATICO, S.A. DE C.V.", 2016-05-04, 0,  0,  1,  0,  0,  0,  0,  0,NEGATIVA
CIUDAD DE MEXICO, AZCAPOTZALCO,"FLAMA GAS, S.A. DE C.V.", 2016-05-04, 0,  0,  1,  0,  0,  0,  0,  0,NEGATIVA
CIUDAD DE MEXICO, AZCAPOTZALCO,"USA GAS SAN JUAN, S.A. DE C.V.", 2016-05-04, 0,  0,  1,  0,  0,  0,  0,  0,NEGATIVA
CIUDAD DE MEXICO, ALVARO OBREGON,"GAS LICUADO DE MEXICO, S.A. DE C.V.", 2016-04-29, 0,  0,  0,  0,  0,  0,  3,  0,SIN INFRACCIÓN
CIUDAD DE MEXICO, GUSTAVO A. MADERO,"REGIO GAS, S.A. DE C.V.", 2016-04-29, 0,  0,  1,  0,  0,  0,  0,  0,SIN INFRACCIÓN
CIUDAD DE MEXICO, MIGUEL HIDALGO,"REGIO GAS, S.A. DE C.V.", 2016-04-27, 0,  0,  1,  0,  0,  0,  0,  0,SIN INFRACCIÓN
CIUDAD DE MEXICO, MIGUEL HIDALGO,"REGIO GAS, S.A. DE C.V.", 2016-04-27, 0,  0,  1,  1,  0,  0,  0,  0,CON INFRACCIÓN
CIUDAD DE MEXICO, ALVARO OBREGON,"GASOMATICO, S.A. DE C.V.", 2016-04-22, 0,  0,  1,  0,  0,  0,  0,  0,NEGATIVA
CIUDAD DE MEXICO, ALVARO OBREGON,"GASOMATICO, S.A. DE C.V.", 2016-04-22, 0,  0,  1,  0,  0,  0,  0,  0,NEGATIVA
CIUDAD DE MEXICO, BENITO JUAREZ,"GASOMATICO, S.A. DE C.V.", 2016-04-22, 0,  0,  1,  0,  0,  0,  0,  0,NEGATIVA
CIUDAD DE MEXICO, GUSTAVO A. MADERO,"GAS FLAMAZUL, S.A. DE C.V.", 2016-04-20, 5,  0,  0,  0,  0,  0,  5,  0,SIN INFRACCIÓN
CIUDAD DE MEXICO, GUSTAVO A. MADERO,"FLAMAMEX, S.A. DE C.V.", 2016-04-20, 68,  0,  0,  0,  2,  0,  0,  0,SIN INFRACCIÓN
CIUDAD DE MEXICO, BENITO JUAREZ,"GASOMATICO, S.A. DE C.V.", 2016-04-15, 0,  0,  1,  0,  0,  0,  0,  0,NEGATIVA
CIUDAD DE MEXICO, MIGUEL HIDALGO,"FLAMAMEX, S.A. DE C.V.", 2016-04-15, 0,  0,  1,  0,  0,  0,  0,  0,NEGATIVA
CIUDAD DE MEXICO, MIGUEL HIDALGO,"REGIO GAS, S.A. DE C.V.", 2016-04-15, 0,  0,  1,  1,  0,  0,  0,  0,CON INFRACCIÓN
CIUDAD DE MEXICO, ALVARO OBREGON,"GASOMATICO, S.A. DE C.V.", 2016-03-31, 0,  0,  1,  0,  0,  0,  0,  0,NEGATIVA
CIUDAD DE MEXICO, BENITO JUAREZ,"GAS METROPOLITANO, S.A. DE C.V.", 2016-03-31, 0,  0,  1,  0,  0,  0,  0,  0,SIN INFRACCIÓN
CIUDAD DE MEXICO, IZTAPALAPA,"GASOMATICO, S.A. DE C.V.", 2016-03-31, 0,  0,  1,  0,  0,  0,  0,  0,NEGATIVA
CIUDAD DE MEXICO, IZTAPALAPA,"GASAMEX, S.A. DE C.V.", 2016-03-31, 0,  0,  1,  0,  0,  0,  0,  0,SIN INFRACCIÓN
CIUDAD DE MEXICO, GUSTAVO A. MADERO,"GAS METROPOLITANO, S.A. DE C.V.", 2016-03-29, 0,  0,  1,  0,  0,  0,  0,  0,NEGATIVA
CIUDAD DE MEXICO, GUSTAVO A. MADERO,"FLAMAMEX, S.A. DE C.V.", 2016-03-29, 0,  0,  1,  0,  0,  0,  0,  0,SIN INFRACCIÓN
CIUDAD DE MEXICO, MIGUEL HIDALGO,"REGIO GAS, S.A. DE C.V.", 2016-03-28, 0,  0,  1,  0,  0,  0,  0,  0,SIN INFRACCIÓN
CIUDAD DE MEXICO, MIGUEL HIDALGO,"GASOMATICO, S.A. DE C.V.", 2016-03-28, 0,  0,  1,  0,  0,  0,  0,  0,NEGATIVA
CIUDAD DE MEXICO, IZTACALCO,"GASOMATICO, S.A. DE C.V.", 2016-03-25, 0,  0,  1,  0,  0,  0,  0,  0,NEGATIVA
CIUDAD DE MEXICO, GUSTAVO A. MADERO,"REGIO GAS, S.A. DE C.V.", 2016-03-24, 0,  0,  1,  1,  0,  0,  0,  0,CON INFRACCIÓN
CIUDAD DE MEXICO, GUSTAVO A. MADERO,"GASOMATICO, S.A. DE C.V.", 2016-03-24, 0,  0,  1,  0,  0,  0,  0,  0,NEGATIVA
CIUDAD DE MEXICO, GUSTAVO A. MADERO,"FLAMAMEX, S.A. DE C.V.", 2016-03-24, 0,  0,  1,  0,  0,  0,  0,  0,SIN INFRACCIÓN
CIUDAD DE MEXICO, GUSTAVO A. MADERO,"GAS METROPOLITANO, S.A. DE C.V.", 2016-03-24, 0,  0,  1,  0,  0,  0,  0,  0,NEGATIVA
CIUDAD DE MEXICO, GUSTAVO A. MADERO,"GASOMATICO, S.A. DE C.V.", 2016-03-24, 0,  0,  1,  0,  0,  0,  0,  0,NEGATIVA
CIUDAD DE MEXICO, GUSTAVO A. MADERO,"FLAMAMEX, S.A. DE C.V.", 2016-03-24, 0,  0,  1,  0,  0,  0,  0,  0,SIN INFRACCIÓN
CIUDAD DE MEXICO, IZTACALCO,"GASOMATICO, S.A. DE C.V.", 2016-03-24, 0,  0,  1,  0,  0,  0,  0,  0,NEGATIVA
CIUDAD DE MEXICO, IZTAPALAPA,"G.G. GAS, S.A. DE C.V.", 2016-03-24, 0,  0,  1,  0,  0,  0,  0,  0,SIN INFRACCIÓN
CIUDAD DE MEXICO, IZTAPALAPA,"FLAMAMEX, S.A. DE C.V.", 2016-03-24, 0,  0,  1,  0,  0,  0,  0,  0,SIN INFRACCIÓN
CIUDAD DE MEXICO, IZTAPALAPA,"FLAMAMEX, S.A. DE C.V.", 2016-03-24, 0,  0,  1,  0,  0,  0,  0,  0,SIN INFRACCIÓN
CIUDAD DE MEXICO, ALVARO OBREGON,"GASOMATICO, S.A. DE C.V.", 2016-03-23, 0,  0,  1,  0,  0,  0,  0,  0,NEGATIVA
CIUDAD DE MEXICO, MIGUEL HIDALGO,"GASAMEX, S.A. DE C.V.", 2016-03-23, 0,  0,  1,  0,  0,  0,  0,  0,NEGATIVA
CIUDAD DE MEXICO, GUSTAVO A. MADERO,"GAS CHAPULTEPEC, S.A. DE C.V.", 2016-03-18, 0,  0,  1,  0,  0,  0,  0,  0,NEGATIVA
CIUDAD DE MEXICO, IZTAPALAPA,"GAS URBANO, S.A. DE C.V.", 2016-03-17, 0,  0,  1,  0,  0,  0,  0,  0,SIN INFRACCIÓN
CIUDAD DE MEXICO, TLAHUAC,"GAS VEHICULAR SILZA, S.A. DE C.V.", 2016-03-17, 0,  0,  0,  0,  0,  0,  0,  0,NEGATIVA
CIUDAD DE MEXICO, CUAUHTEMOC,"GASOMATICO, S.A. DE C.V.", 2016-02-24, 0,  0,  1,  0,  0,  0,  0,  0,NEGATIVA
CIUDAD DE MEXICO, CUAUHTEMOC,"USA GAS SAN JUAN, S.A. DE C.V.", 2016-02-24, 0,  0,  1,  0,  0,  0,  0,  0,NEGATIVA
CIUDAD DE MEXICO, CUAUHTEMOC,"GAS EXPRESS NIETO DE MEXICO, S.A. DE C.V.", 2016-02-24, 0,  0,  1,  0,  0,  0,  0,  0,SIN INFRACCION
CIUDAD DE MEXICO, CUAUHTEMOC,"GAS EXPRESS NIETO DE MEXICO, S.A. DE C.V.", 2016-02-24, 0,  0,  1,  0,  0,  0,  0,  0,SIN INFRACCION
COAHUILA DE ZARAGOZA, ARTEAGA,"INSUPERABLES CIA DE GAS, S.A. DE C.V.", 2016-10-17, 0,  0,  0,  0,  0,  0,  0,  0,SIN INFRACCIÓN
COAHUILA DE ZARAGOZA, ARTEAGA,"HIDROGAS DE COAHUILA, S.A. DE C.V.", 2016-10-17, 0,  0,  0,  0,  0,  0,  0,  0,SIN INFRACCIÓN
COAHUILA DE ZARAGOZA, SAN PEDRO DE LAS COLONIAS,"CENTRAL DE GAS DE CHIHUAHUA, S.A. DE C.V.", 2016-10-17, 0,  0,  0,  0,  0,  0,  0,  0,SIN INFRACCIÓN
COAHUILA DE ZARAGOZA, SALTILLO,"GAS MG DE MEXICO, S.A. DE C.V.", 2016-09-24, 5,  0,  0,  0,  0,  0,  4,  0,SIN INFRACCION
COAHUILA DE ZARAGOZA, SALTILLO,"SONIGAS, S.A. DE C.V.", 2016-09-23, 0,  0,  1,  1,  0,  0,  0,  0,CON INFRACCION
COAHUILA DE ZARAGOZA, SALTILLO,"GAS CAPRICORNIO, S.A. DE C.V.", 2016-09-23, 10,  0,  0,  0,  0,  0,  1,  0,SIN INFRACCION
COAHUILA DE ZARAGOZA, SALTILLO,"GAS DANIEL FLORES ELIZONDO, S.A. DE C.V.", 2016-09-23, 6,  0,  0,  0,  0,  0,  0,  0,SIN INFRACCION
COAHUILA DE ZARAGOZA, SALTILLO,"UNIVERSAL GAS DE SALTILLO, S.A. DE C.V.", 2016-09-23, 9,  0,  0,  0,  0,  0,  4,  1,CON INFRACCION
COAHUILA DE ZARAGOZA, SALTILLO,"HIDROGAS DE COAHUILA, S.A. DE C.V.", 2016-09-23, 5,  0,  0,  0,  0,  0,  0,  0,SIN INFRACCION
COAHUILA DE ZARAGOZA, SALTILLO,"VARAGAS, S.A. DE C.V.", 2016-09-23, 4,  0,  0,  0,  0,  0,  0,  0,SIN INFRACCION
COAHUILA DE ZARAGOZA, ARTEAGA,"COMBUSTIBLES DE VICTORIA, S.A. DE C.V.", 2016-09-22, 0,  0,  1,  0,  0,  0,  0,  0,SIN INFRACCION
COAHUILA DE ZARAGOZA, CASTAÑOS,"GAS CASTAÑOS, S.A. DE C.V.", 2016-09-22, 0,  0,  0,  0,  0,  0,  0,  0,SIN INFRACCION
COAHUILA DE ZARAGOZA, FRONTERA,"MUCHOGAS, S.A. DE C.V.", 2016-09-22, 0,  0,  0,  0,  0,  0,  4,  0,SIN INFRACCION
COAHUILA DE ZARAGOZA, MONCLOVA,"GAS REAL, S.A. DE C.V.", 2016-09-22, 0,  0,  0,  0,  0,  0,  0,  0,SIN INFRACCION
COAHUILA DE ZARAGOZA, FRONTERA,"COMBUSTIBLES Y GASES DE ACUÑA, S.A. DE C.V.", 2016-09-21, 0,  0,  0,  0,  0,  0,  0,  0,SIN INFRACCION
COAHUILA DE ZARAGOZA, FRONTERA,"GAS TOTAL, S.A. DE C.V.", 2016-09-21, 0,  0,  0,  0,  0,  0,  0,  0,SIN INFRACCION
COAHUILA DE ZARAGOZA, SAN JUAN DE SABINAS,"SUPER GAS SAN CARLOS DEL NORTE, S.A. DE C.V.", 2016-09-20, 8,  0,  0,  0,  0,  0,  3,  0,SIN INFRACCION
COAHUILA DE ZARAGOZA, SAN JUAN DE SABINAS,"GAS Y COMBUSTIBLES, S.A. DE C.V.", 2016-09-20, 0,  0,  0,  0,  0,  0,  0,  0,SIN INFRACCION
COAHUILA DE ZARAGOZA, NAVA,"COMBUSTIBLES Y GASES DE ACUÑA, S.A. DE C.V.", 2016-09-19, 0,  0,  0,  0,  0,  0,  0,  0,NEGATIVA DE VERIFICACIÓN
COAHUILA DE ZARAGOZA, NAVA,"ALMACENADORA DE GAS COMERCIAL, S.A. DE C.V.", 2016-09-19, 0,  0,  0,  0,  0,  0,  0,  0,NEGATIVA DE VERIFICACIÓN
COAHUILA DE ZARAGOZA, ARTEAGA,LUIS ALBERTO CORTES FLORES, 2016-08-22, 3,  0,  0,  0,  0,  0,  0,  0,SIN INFRACCIÓN
COAHUILA DE ZARAGOZA, SALTILLO,"VARAGAS, S.A. DE C.V.", 2016-08-22, 13,  0,  0,  0,  0,  0,  4,  0,SIN INFRACCIÓN
COAHUILA DE ZARAGOZA, SALTILLO,"VIVA GAS, S.A. DE C.V.", 2016-08-22, 3,  0,  0,  0,  0,  0,  0,  0,SIN INFRACCIÓN
COAHUILA DE ZARAGOZA, ARTEAGA,"SONIGAS, S.A. DE C.V.", 2016-08-20, 0,  0,  1,  0,  0,  0,  0,  0,SIN INFRACCIÓN
COAHUILA DE ZARAGOZA, ARTEAGA,"SONIGAS, S.A. DE C.V.", 2016-08-20, 0,  0,  1,  0,  0,  0,  0,  0,SIN INFRACCIÓN
COAHUILA DE ZARAGOZA, SALTILLO,"VARA GAS LOS FUNDADORES, S.A. DE C.V.", 2016-08-19, 5,  1,  0,  0,  0,  0,  1,  0,CON INFRACCIÓN
COAHUILA DE ZARAGOZA, SALTILLO,"KILOGAS DE SALTILLO, S.A. DE C.V.", 2016-08-19, 4,  1,  0,  0,  0,  0,  0,  0,CON INFRACCIÓN
COAHUILA DE ZARAGOZA, SALTILLO,"MERCANTIL DISTRIBUIDORA, S.A. DE C.V.", 2016-08-19, 3,  3,  0,  0,  0,  0,  1,  0,CON INFRACCIÓN
COAHUILA DE ZARAGOZA, SALTILLO,"MUCHO GAS DE SALTILLO, S.A. DE C.V.", 2016-08-18, 4,  1,  0,  0,  0,  0,  4,  0,CON INFRACCIÓN
COAHUILA DE ZARAGOZA, SALTILLO,"ACAGAS, S.A. DE C.V.", 2016-08-18, 2,  0,  0,  0,  0,  0,  0,  0,SIN INFRACCIÓN
COAHUILA DE ZARAGOZA, SALTILLO,CARLOS EDUARDO LAURENCE SUAREZ, 2016-08-18, 1,  0,  0,  0,  0,  0,  0,  0,SIN INFRACCIÓN
COAHUILA DE ZARAGOZA, GENERAL CEPEDA,CARLOS EDUARDO LAURENCE SUAREZ, 2016-08-17, 1,  0,  0,  0,  0,  0,  0,  0,SIN INFRACCIÓN
COAHUILA DE ZARAGOZA, PARRAS,"SERVI-GAS DEL GUADIANA, S.A. DE C.V.", 2016-08-17, 6,  0,  0,  0,  4,  1,  2,  0,CON INFRACCIÓN
COAHUILA DE ZARAGOZA, PARRAS,"COMBUSTIBLES Y GASES DE ACUÑA, S.A. DE C.V.", 2016-08-17, 0,  0,  0,  0,  0,  0,  0,  0,NEGATIVA DE VERIFICACIÓN
COAHUILA DE ZARAGOZA, FRANCISCO I. MADERO,"SERVI-GAS DEL GUADIANA, S.A. DE C.V.", 2016-08-16, 7,  0,  0,  0,  0,  0,  0,  0,SIN INFRACCIÓN
COAHUILA DE ZARAGOZA, ARTEAGA,"GAS REAL, S.A. DE C.V.", 2016-05-19, 0,  0,  0,  0,  0,  0,  0,  0,SIN INFRACCION
COAHUILA DE ZARAGOZA, ARTEAGA,"SONIGAS, S.A. DE C.V.", 2016-05-19, 4,  0,  0,  0,  0,  0,  0,  0,SIN INFRACCION
COAHUILA DE ZARAGOZA, ARTEAGA,"GAS PALADIN, S.A. DE C.V.", 2016-05-19, 1,  0,  0,  0,  0,  0,  0,  0,SIN INFRACCION
COAHUILA DE ZARAGOZA, SALTILLO,"CENTRAL DE GAS DE SALTILLO, S.A. DE C.V.", 2016-05-18, 9,  0,  0,  0,  0,  0,  2,  0,SIN INFRACCION
COAHUILA DE ZARAGOZA, SALTILLO,"GAS LA ENCANTADA, S.A. DE C.V.", 2016-05-18, 3,  0,  0,  0,  0,  0,  2,  0,SIN INFRACCION
COAHUILA DE ZARAGOZA, TORREON,"SERVI-GAS DEL GUADIANA, S.A. DE C.V.", 2016-05-17, 22,  0,  0,  0,  1,  0,  2,  0,SIN INFRACCION
COAHUILA DE ZARAGOZA, TORREON,"COMBUSTIBLES Y GASES DE TORREON, S.A. DE C.V.", 2016-05-17, 10,  0,  0,  0,  0,  0,  1,  0,SIN INFRACCION
COAHUILA DE ZARAGOZA, TORREON,"INTERGAS DEL NORTE, S.A. DE C.V.", 2016-05-17, 6,  0,  0,  0,  0,  0,  0,  0,SIN INFRACCION
COAHUILA DE ZARAGOZA, MONCLOVA,"GAS IDEAL DE COAHUILA, S.A. DE C.V.", 2016-05-16, 0,  0,  0,  0,  0,  0,  0,  0,SIN INFRACCION
COAHUILA DE ZARAGOZA, MONCLOVA,"GASIFICADORA DE MONCLOVA, S.A. DE C.V.", 2016-05-16, 0,  0,  0,  0,  0,  0,  0,  0,SIN INFRACCION
COAHUILA DE ZARAGOZA, SABINAS,"SURTIGAS, S.A. DE C.V.", 2016-05-14, 0,  0,  0,  0,  0,  0,  1,  0,SIN INFRACCION
COAHUILA DE ZARAGOZA, SABINAS,"SUPER GAS SAN CARLOS DEL NORTE, S.A. DE C.V.", 2016-05-14, 6,  0,  0,  0,  0,  0,  1,  0,SIN INFRACCION
COAHUILA DE ZARAGOZA, MUZQUIZ,"GAS Y COMBUSTIBLES, S.A. DE C.V.", 2016-05-13, 0,  0,  0,  0,  0,  0,  2,  0,SIN INFRACCION
COAHUILA DE ZARAGOZA, MUZQUIZ,"SARAHGAS, S.A. DE C.V.", 2016-05-13, 1,  0,  0,  0,  0,  0,  0,  0,SIN INFRACCION
COAHUILA DE ZARAGOZA, MUZQUIZ,"GAS DOMESTICO, S.A. DE C.V.", 2016-05-13, 0,  0,  0,  0,  0,  0,  1,  0,SIN INFRACCION
COAHUILA DE ZARAGOZA, ALLENDE,"SOCIEDAD COOPERATIVA DE CONSUMO DE GAS BUTANO DE ALLENDE, S.C.L.", 2016-05-12, 6,  0,  0,  0,  0,  0,  1,  0,SIN INFRACCION
COAHUILA DE ZARAGOZA, MORELOS,"GAS REAL, S.A. DE C.V.", 2016-05-12, 0,  0,  0,  0,  0,  0,  2,  0,SIN INFRACCION
